,Type,Study Region,Contractor,Year,Value,k_labels,colors
34,Base Long-term Conservation (acre-feet),Southern California,Desert Water Agency,2025,1,0,#F63366
35,Base Long-term Conservation (acre-feet),Southern California,Metropolitan Water District of Southern California,2025,1,0,#F63366
36,Base Long-term Conservation (acre-feet),Southern California,Mojave Water Agency,2025,1,0,#F63366
37,Base Long-term Conservation (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,1,0,#F63366
38,Base Long-term Conservation (acre-feet),Southern California,San Bernardino Valley Municipal Water District,2025,1,0,#F63366
39,Base Long-term Conservation (acre-feet),Southern California,San Gabriel Valley Municipal Water District,2025,1,0,#F63366
40,Base Long-term Conservation (acre-feet),Southern California,San Gorgonio Pass Water Agency,2025,1,0,#F63366
41,Base Long-term Conservation (acre-feet),Southern California,Ventura County Watershed Protection District,2025,1,0,#F63366
42,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Folsom,2025,1,1,#2BB1BB
43,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Redding,2025,1,1,#2BB1BB
44,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Roseville,2025,1,1,#2BB1BB
45,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of West Sacramento,2025,1,1,#2BB1BB
46,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Yuba City,2025,1,1,#2BB1BB
47,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,1,1,#2BB1BB
48,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,1,1,#2BB1BB
49,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Placer County Water Agency,2025,1,1,#2BB1BB
50,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,1,1,#2BB1BB
51,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,San Juan Water District,2025,1,1,#2BB1BB
52,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Shasta Contractors,2025,1,1,#2BB1BB
53,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Solano County Water Agency,2025,1,1,#2BB1BB
54,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Avenal,2025,1,1,#2BB1BB
55,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Coalinga,2025,1,1,#2BB1BB
56,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Fresno,2025,1,1,#2BB1BB
57,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Huron,2025,1,1,#2BB1BB
58,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Lindsay,2025,1,1,#2BB1BB
59,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Orange Cove,2025,1,1,#2BB1BB
60,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Tracy,2025,1,1,#2BB1BB
61,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,1,1,#2BB1BB
62,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,1,1,#2BB1BB
63,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,1,1,#2BB1BB
64,Interior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,1,1,#2BB1BB
65,Interior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,Alameda County Water District,2025,1,1,#2BB1BB
66,Interior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,Contra Costa Water District,2025,1,1,#2BB1BB
67,Interior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,East Bay Municipal Utilities District,2025,1,1,#2BB1BB
68,Interior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,1,1,#2BB1BB
69,Interior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,Santa Clara Valley Water District,2025,1,1,#2BB1BB
70,Interior conservation effectiveness (% additional long-term conservation water management option),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,1,1,#2BB1BB
71,Interior conservation effectiveness (% additional long-term conservation water management option),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,1,1,#2BB1BB
72,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Antelope Valley-East Kern Water Agency,2025,1,1,#2BB1BB
73,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Santa Clarita Water Division,2025,1,1,#2BB1BB
74,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Coachella Valley Water District,2025,1,1,#2BB1BB
75,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Crestline-Lake Arrowhead Water Agency,2025,1,1,#2BB1BB
76,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Desert Water Agency,2025,1,1,#2BB1BB
77,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Metropolitan Water District of Southern California,2025,1,1,#2BB1BB
78,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Mojave Water Agency,2025,1,1,#2BB1BB
79,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,1,1,#2BB1BB
80,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,San Bernardino Valley Municipal Water District,2025,1,1,#2BB1BB
81,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,San Gabriel Valley Municipal Water District,2025,1,1,#2BB1BB
82,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,San Gorgonio Pass Water Agency,2025,1,1,#2BB1BB
83,Interior conservation effectiveness (% additional long-term conservation water management option),Southern California,Ventura County Watershed Protection District,2025,1,1,#2BB1BB
84,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Folsom,2025,1,2,#22466B
85,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Redding,2025,1,2,#22466B
86,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Roseville,2025,1,2,#22466B
87,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of West Sacramento,2025,1,2,#22466B
88,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Yuba City,2025,1,2,#22466B
89,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,1,2,#22466B
90,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,1,2,#22466B
91,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Placer County Water Agency,2025,1,2,#22466B
92,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,1,2,#22466B
93,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,San Juan Water District,2025,1,2,#22466B
94,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Shasta Contractors,2025,1,2,#22466B
95,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Solano County Water Agency,2025,1,2,#22466B
96,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Avenal,2025,1,2,#22466B
97,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Coalinga,2025,1,2,#22466B
98,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Fresno,2025,1,2,#22466B
99,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Huron,2025,1,2,#22466B
100,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Lindsay,2025,1,2,#22466B
101,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Orange Cove,2025,1,2,#22466B
102,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,City of Tracy,2025,1,2,#22466B
103,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,1,2,#22466B
104,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,1,2,#22466B
105,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,1,2,#22466B
106,Exterior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,1,2,#22466B
107,Exterior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,Alameda County Water District,2025,1,2,#22466B
108,Exterior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,Contra Costa Water District,2025,1,2,#22466B
109,Exterior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,East Bay Municipal Utilities District,2025,1,2,#22466B
110,Exterior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,1,2,#22466B
111,Exterior conservation effectiveness (% additional long-term conservation water management option),San Francisco Bay Area,Santa Clara Valley Water District,2025,1,2,#22466B
112,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,1,2,#22466B
113,Exterior conservation effectiveness (% additional long-term conservation water management option),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,1,2,#22466B
114,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Antelope Valley-East Kern Water Agency,2025,1,2,#22466B
115,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Santa Clarita Water Division,2025,1,2,#22466B
116,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Coachella Valley Water District,2025,1,2,#22466B
117,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Crestline-Lake Arrowhead Water Agency,2025,1,2,#22466B
118,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Desert Water Agency,2025,1,2,#22466B
119,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Metropolitan Water District of Southern California,2025,1,2,#22466B
120,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Mojave Water Agency,2025,1,2,#22466B
121,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,1,2,#22466B
122,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,San Bernardino Valley Municipal Water District,2025,1,2,#22466B
123,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,San Gabriel Valley Municipal Water District,2025,1,2,#22466B
124,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,San Gorgonio Pass Water Agency,2025,1,2,#22466B
125,Exterior conservation effectiveness (% additional long-term conservation water management option),Southern California,Ventura County Watershed Protection District,2025,1,2,#22466B
126,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,City of Folsom,2025,50,3,#FF7F50
127,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,City of Redding,2025,50,3,#FF7F50
128,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,City of Roseville,2025,50,3,#FF7F50
129,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,City of West Sacramento,2025,50,3,#FF7F50
130,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,Yuba City,2025,50,3,#FF7F50
131,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,50,3,#FF7F50
132,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,50,3,#FF7F50
133,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,Placer County Water Agency,2025,50,3,#FF7F50
134,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,50,3,#FF7F50
135,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,San Juan Water District,2025,50,3,#FF7F50
136,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,Shasta Contractors,2025,50,3,#FF7F50
137,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - Sacramento Valley,Solano County Water Agency,2025,50,3,#FF7F50
138,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,City of Avenal,2025,50,3,#FF7F50
139,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,City of Coalinga,2025,50,3,#FF7F50
140,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,City of Fresno,2025,50,3,#FF7F50
141,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,City of Huron,2025,50,3,#FF7F50
142,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,City of Lindsay,2025,50,3,#FF7F50
143,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,City of Orange Cove,2025,50,3,#FF7F50
144,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,City of Tracy,2025,50,3,#FF7F50
145,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,50,3,#FF7F50
146,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,50,3,#FF7F50
147,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,50,3,#FF7F50
148,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,50,3,#FF7F50
149,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),San Francisco Bay Area,Alameda County Water District,2025,50,3,#FF7F50
150,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),San Francisco Bay Area,Contra Costa Water District,2025,50,3,#FF7F50
151,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),San Francisco Bay Area,East Bay Municipal Utilities District,2025,50,3,#FF7F50
152,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,50,3,#FF7F50
153,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),San Francisco Bay Area,Santa Clara Valley Water District,2025,50,3,#FF7F50
154,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,50,3,#FF7F50
155,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,50,3,#FF7F50
156,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Antelope Valley-East Kern Water Agency,2025,50,3,#FF7F50
157,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Santa Clarita Water Division,2025,50,3,#FF7F50
158,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Coachella Valley Water District,2025,50,3,#FF7F50
159,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Crestline-Lake Arrowhead Water Agency,2025,50,3,#FF7F50
160,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Desert Water Agency,2025,50,3,#FF7F50
161,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Metropolitan Water District of Southern California,2025,50,3,#FF7F50
162,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Mojave Water Agency,2025,50,3,#FF7F50
163,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,50,3,#FF7F50
164,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,San Bernardino Valley Municipal Water District,2025,50,3,#FF7F50
165,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,San Gabriel Valley Municipal Water District,2025,50,3,#FF7F50
166,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,San Gorgonio Pass Water Agency,2025,50,3,#FF7F50
167,Demand hardening adjustment factor (% of total long-term conservation including base and additional from Water Management Options),Southern California,Ventura County Watershed Protection District,2025,50,3,#FF7F50
168,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,City of Folsom,2030,1,0,#F63366
169,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,City of Redding,2030,1,0,#F63366
170,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,City of Roseville,2030,1,0,#F63366
171,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,2030,1,0,#F63366
172,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,Yuba City,2030,1,0,#F63366
173,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,1,0,#F63366
174,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,1,0,#F63366
175,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,2030,1,0,#F63366
176,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,1,0,#F63366
177,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,2030,1,0,#F63366
178,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,2030,1,0,#F63366
179,Base Long-term Conservation (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,2030,1,0,#F63366
180,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,2030,1,0,#F63366
181,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,2030,1,0,#F63366
182,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,2030,1,0,#F63366
183,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,City of Huron,2030,1,0,#F63366
184,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,2030,1,0,#F63366
185,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,2030,1,0,#F63366
186,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,2030,1,0,#F63366
187,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency,2030,1,0,#F63366
188,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,1,0,#F63366
189,Base Long-term Conservation (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,2030,1,0,#F63366
190,Base Long-term Conservation (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,1,0,#F63366
191,Base Long-term Conservation (acre-feet),San Francisco Bay Area,Alameda County Water District,2030,1,0,#F63366
192,Base Long-term Conservation (acre-feet),San Francisco Bay Area,Contra Costa Water District,2030,1,0,#F63366
193,Base Long-term Conservation (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,2030,1,0,#F63366
194,Base Long-term Conservation (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,1,0,#F63366
195,Base Long-term Conservation (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,2030,1,0,#F63366
196,Base Long-term Conservation (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,1,0,#F63366
197,Base Long-term Conservation (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,1,0,#F63366
198,Base Long-term Conservation (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,2030,1,0,#F63366
199,Base Long-term Conservation (acre-feet),Southern California,Santa Clarita Water Division,2030,1,0,#F63366
200,Base Long-term Conservation (acre-feet),Southern California,Coachella Valley Water District,2030,1,0,#F63366
201,Base Long-term Conservation (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,2030,1,0,#F63366
202,Base Long-term Conservation (acre-feet),Southern California,Desert Water Agency,2030,1,0,#F63366
203,Base Long-term Conservation (acre-feet),Southern California,Metropolitan Water District of Southern California,2030,1,0,#F63366
204,Base Long-term Conservation (acre-feet),Southern California,Mojave Water Agency,2030,1,0,#F63366
205,Base Long-term Conservation (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,1,0,#F63366
206,Base Long-term Conservation (acre-feet),Southern California,San Bernardino Valley Municipal Water District,2030,1,0,#F63366
207,Base Long-term Conservation (acre-feet),Southern California,San Gabriel Valley Municipal Water District,2030,1,0,#F63366
208,Base Long-term Conservation (acre-feet),Southern California,San Gorgonio Pass Water Agency,2030,1,0,#F63366
209,Base Long-term Conservation (acre-feet),Southern California,Ventura County Watershed Protection District,2030,1,0,#F63366
210,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Folsom,2030,1,1,#2BB1BB
211,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Redding,2030,1,1,#2BB1BB
212,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of Roseville,2030,1,1,#2BB1BB
213,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,City of West Sacramento,2030,1,1,#2BB1BB
214,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Yuba City,2030,1,1,#2BB1BB
215,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,1,1,#2BB1BB
216,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,1,1,#2BB1BB
217,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Placer County Water Agency,2030,1,1,#2BB1BB
218,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,1,1,#2BB1BB
219,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,San Juan Water District,2030,1,1,#2BB1BB
220,Interior conservation effectiveness (% additional long-term conservation water management option),Central Valley - Sacramento Valley,Shasta Contractors,2030,1,1,#2BB1BB
