Variable,Study Region,Contractor,2025,2030,2035,2040,2045,Notes
Surface max storage capacity (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,0,0,0,0,0,
Surface max storage capacity (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,0,0,0,0,0,
Surface max storage capacity (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Surface max storage capacity (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Surface max storage capacity (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",0,0,0,0,0,
Surface max storage capacity (acre-feet),San Francisco Bay Area,Alameda County Water District,0,0,0,0,0,
Surface max storage capacity (acre-feet),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Surface max storage capacity (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,0,0,0,0,0,
Surface max storage capacity (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Surface max storage capacity (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,0,0,0,0,0,
Surface max storage capacity (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Surface max storage capacity (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,Santa Clarita Water Division,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,Coachella Valley Water District,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,Desert Water Agency,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,Metropolitan Water District of Southern California,1033000,1033000,1033000,1033000,1033000,
Surface max storage capacity (acre-feet),Southern California,Mojave Water Agency,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,San Bernardino Valley Municipal Water District,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,San Gabriel Valley Municipal Water District,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,San Gorgonio Pass Water Agency,0,0,0,0,0,
Surface max storage capacity (acre-feet),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,Butte County,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,City of Folsom,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,City of Redding,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,City of Roseville,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,Yuba City,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Huron,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Surface initial storage (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Surface initial storage (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",0,0,0,0,0,
Surface initial storage (acre-feet),San Francisco Bay Area,Alameda County Water District,0,0,0,0,0,
Surface initial storage (acre-feet),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Surface initial storage (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,0,0,0,0,0,
Surface initial storage (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Surface initial storage (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,0,0,0,0,0,
Surface initial storage (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Surface initial storage (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,Santa Clarita Water Division,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,Coachella Valley Water District,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,Desert Water Agency,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,Metropolitan Water District of Southern California,720000,720000,720000,720000,720000,
Surface initial storage (acre-feet),Southern California,Mojave Water Agency,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,San Bernardino Valley Municipal Water District,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,San Gabriel Valley Municipal Water District,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,San Gorgonio Pass Water Agency,0,0,0,0,0,
Surface initial storage (acre-feet),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,Butte County,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,City of Folsom,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,City of Redding,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,City of Roseville,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,Yuba City,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Huron,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Surface max put capacity (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",0,0,0,0,0,
Surface max put capacity (acre-feet),San Francisco Bay Area,Alameda County Water District,0,0,0,0,0,
Surface max put capacity (acre-feet),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Surface max put capacity (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,0,0,0,0,0,
Surface max put capacity (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Surface max put capacity (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Surface max put capacity (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,Santa Clarita Water Division,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,Coachella Valley Water District,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,Desert Water Agency,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,Metropolitan Water District of Southern California,510000,510000,510000,510000,510000,
Surface max put capacity (acre-feet),Southern California,Mojave Water Agency,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,San Bernardino Valley Municipal Water District,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,San Gabriel Valley Municipal Water District,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,San Gorgonio Pass Water Agency,0,0,0,0,0,
Surface max put capacity (acre-feet),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,Butte County,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,City of Folsom,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,City of Redding,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,City of Roseville,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,Yuba City,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Huron,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Surface max take capacity (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",0,0,0,0,0,
Surface max take capacity (acre-feet),San Francisco Bay Area,Alameda County Water District,0,0,0,0,0,
Surface max take capacity (acre-feet),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Surface max take capacity (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,0,0,0,0,0,
Surface max take capacity (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Surface max take capacity (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Surface max take capacity (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,Santa Clarita Water Division,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,Coachella Valley Water District,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,Desert Water Agency,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,Metropolitan Water District of Southern California,557000,557000,557000,557000,557000,
Surface max take capacity (acre-feet),Southern California,Mojave Water Agency,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,San Bernardino Valley Municipal Water District,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,San Gabriel Valley Municipal Water District,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,San Gorgonio Pass Water Agency,0,0,0,0,0,
Surface max take capacity (acre-feet),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,Butte County,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,City of Folsom,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,City of Redding,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,City of Roseville,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,City of West Sacramento,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,Yuba City,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,El Dorado Irrigation District,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,Placer County Water Agency,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,Sacramento County Water Agency,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,San Juan Water District,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,Shasta Contractors,0,0,0,0,0,
Surface loss (AFY),Central Valley - Sacramento Valley,Solano County Water Agency,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,City of Avenal,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,City of Coalinga,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,City of Fresno,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,City of Huron,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,City of Lindsay,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,City of Orange Cove,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,City of Tracy,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Surface loss (AFY),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Surface loss (AFY),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",0,0,0,0,0,
Surface loss (AFY),San Francisco Bay Area,Alameda County Water District,0,0,0,0,0,
Surface loss (AFY),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Surface loss (AFY),San Francisco Bay Area,East Bay Municipal Utilities District,0,0,0,0,0,
Surface loss (AFY),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Surface loss (AFY),San Francisco Bay Area,Santa Clara Valley Water District,0,0,0,0,0,
Surface loss (AFY),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Surface loss (AFY),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Surface loss (AFY),Southern California,Antelope Valley-East Kern Water Agency,0,0,0,0,0,
Surface loss (AFY),Southern California,Santa Clarita Water Division,0,0,0,0,0,
Surface loss (AFY),Southern California,Coachella Valley Water District,0,0,0,0,0,
Surface loss (AFY),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Surface loss (AFY),Southern California,Desert Water Agency,0,0,0,0,0,
Surface loss (AFY),Southern California,Metropolitan Water District of Southern California,60000,60000,60000,60000,60000,
Surface loss (AFY),Southern California,Mojave Water Agency,0,0,0,0,0,
Surface loss (AFY),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Surface loss (AFY),Southern California,San Bernardino Valley Municipal Water District,0,0,0,0,0,
Surface loss (AFY),Southern California,San Gabriel Valley Municipal Water District,0,0,0,0,0,
Surface loss (AFY),Southern California,San Gorgonio Pass Water Agency,0,0,0,0,0,
Surface loss (AFY),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,Butte County,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,City of Folsom,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,City of Redding,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,City of Roseville,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,Yuba City,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,,,,,,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,City of Huron,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,11200,11200,11200,11500,11500,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency Improvement District No 4,150083,150083,150083,150083,150083,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",198000,198000,198000,198000,198000,
Groundwater max storage capacity (acre-feet),San Francisco Bay Area,Alameda County Water District,150000,150000,150000,150000,150000,
Groundwater max storage capacity (acre-feet),San Francisco Bay Area,Contra Costa Water District,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,,,,,,
Groundwater max storage capacity (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",0,0,0,0,0,
Groundwater max storage capacity (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,350000,350000,350000,350000,350000,
Groundwater max storage capacity (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,439050,439050,439050,439050,439050,
Groundwater max storage capacity (acre-feet),Southern California,Santa Clarita Water Division,120000,120000,120000,120000,120000,
Groundwater max storage capacity (acre-feet),Southern California,Coachella Valley Water District,,,,,,
Groundwater max storage capacity (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Groundwater max storage capacity (acre-feet),Southern California,Desert Water Agency,,,,,,
Groundwater max storage capacity (acre-feet),Southern California,Metropolitan Water District of Southern California,1862000,1862000,1862000,1862000,1862000,
Groundwater max storage capacity (acre-feet),Southern California,Mojave Water Agency,191915,191915,191915,191915,191915,
Groundwater max storage capacity (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,,,,,,
Groundwater max storage capacity (acre-feet),Southern California,San Bernardino Valley Municipal Water District,9999999,9999999,9999999,9999999,9999999,
Groundwater max storage capacity (acre-feet),Southern California,San Gabriel Valley Municipal Water District,50000,50000,50000,50000,50000,
Groundwater max storage capacity (acre-feet),Southern California,San Gorgonio Pass Water Agency,10000,10000,10000,10000,10000,
Groundwater max storage capacity (acre-feet),Southern California,Ventura County Watershed Protection District,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,Butte County,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,City of Folsom,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,City of Redding,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,City of Roseville,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,Yuba City,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Huron,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,0,0,0,0,0,
Groundwater initial storage (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,6887,6887,6887,6887,6887,
