,Type,Study Region,Contractor,Year,Value,k_labels,colors
32,Interior use cut ratio (%),Southern California,Coachella Valley Water District,2025,64,7,#9FE2BF
33,Interior use cut ratio (%),Southern California,Crestline-Lake Arrowhead Water Agency,2025,64,7,#9FE2BF
34,Interior use cut ratio (%),Southern California,Desert Water Agency,2025,64,7,#9FE2BF
35,Interior use cut ratio (%),Southern California,Metropolitan Water District of Southern California,2025,64,7,#9FE2BF
36,Interior use cut ratio (%),Southern California,Mojave Water Agency,2025,64,7,#9FE2BF
37,Interior use cut ratio (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,64,7,#9FE2BF
38,Interior use cut ratio (%),Southern California,San Bernardino Valley Municipal Water District,2025,64,7,#9FE2BF
39,Interior use cut ratio (%),Southern California,San Gabriel Valley Municipal Water District,2025,64,7,#9FE2BF
40,Interior use cut ratio (%),Southern California,San Gorgonio Pass Water Agency,2025,64,7,#9FE2BF
41,Interior use cut ratio (%),Southern California,Ventura County Watershed Protection District,2025,64,7,#9FE2BF
42,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,City of Folsom,2025,60,8,#FFBF00
43,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,City of Redding,2025,60,8,#FFBF00
44,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,City of Roseville,2025,60,8,#FFBF00
45,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,City of West Sacramento,2025,60,8,#FFBF00
46,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Yuba City,2025,60,8,#FFBF00
47,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,60,8,#FFBF00
48,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,60,8,#FFBF00
49,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Placer County Water Agency,2025,60,8,#FFBF00
50,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,60,8,#FFBF00
51,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,San Juan Water District,2025,60,8,#FFBF00
52,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Shasta Contractors,2025,60,8,#FFBF00
53,Single-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Solano County Water Agency,2025,60,8,#FFBF00
54,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Avenal,2025,60,8,#FFBF00
55,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Coalinga,2025,60,8,#FFBF00
56,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Fresno,2025,60,8,#FFBF00
57,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Huron,2025,60,8,#FFBF00
58,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Lindsay,2025,60,8,#FFBF00
59,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Orange Cove,2025,60,8,#FFBF00
60,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Tracy,2025,60,8,#FFBF00
61,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,60,8,#FFBF00
62,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,60,8,#FFBF00
63,Single-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,60,8,#FFBF00
64,Single-family residential customer cut ratio (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,60,8,#FFBF00
65,Single-family residential customer cut ratio (%),San Francisco Bay Area,Alameda County Water District,2025,60,8,#FFBF00
66,Single-family residential customer cut ratio (%),San Francisco Bay Area,Contra Costa Water District,2025,60,8,#FFBF00
67,Single-family residential customer cut ratio (%),San Francisco Bay Area,East Bay Municipal Utilities District,2025,60,8,#FFBF00
68,Single-family residential customer cut ratio (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,60,8,#FFBF00
69,Single-family residential customer cut ratio (%),San Francisco Bay Area,Santa Clara Valley Water District,2025,60,8,#FFBF00
70,Single-family residential customer cut ratio (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,60,8,#FFBF00
71,Single-family residential customer cut ratio (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,60,8,#FFBF00
72,Single-family residential customer cut ratio (%),Southern California,Antelope Valley-East Kern Water Agency,2025,60,8,#FFBF00
73,Single-family residential customer cut ratio (%),Southern California,Santa Clarita Water Division,2025,60,8,#FFBF00
74,Single-family residential customer cut ratio (%),Southern California,Coachella Valley Water District,2025,60,8,#FFBF00
75,Single-family residential customer cut ratio (%),Southern California,Crestline-Lake Arrowhead Water Agency,2025,60,8,#FFBF00
76,Single-family residential customer cut ratio (%),Southern California,Desert Water Agency,2025,60,8,#FFBF00
77,Single-family residential customer cut ratio (%),Southern California,Metropolitan Water District of Southern California,2025,60,8,#FFBF00
78,Single-family residential customer cut ratio (%),Southern California,Mojave Water Agency,2025,60,8,#FFBF00
79,Single-family residential customer cut ratio (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,60,8,#FFBF00
80,Single-family residential customer cut ratio (%),Southern California,San Bernardino Valley Municipal Water District,2025,60,8,#FFBF00
81,Single-family residential customer cut ratio (%),Southern California,San Gabriel Valley Municipal Water District,2025,60,8,#FFBF00
82,Single-family residential customer cut ratio (%),Southern California,San Gorgonio Pass Water Agency,2025,60,8,#FFBF00
83,Single-family residential customer cut ratio (%),Southern California,Ventura County Watershed Protection District,2025,60,8,#FFBF00
84,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,City of Folsom,2025,60,9,#808000
85,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,City of Redding,2025,60,9,#808000
86,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,City of Roseville,2025,60,9,#808000
87,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,City of West Sacramento,2025,60,9,#808000
88,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Yuba City,2025,60,9,#808000
89,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,60,9,#808000
90,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,60,9,#808000
91,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Placer County Water Agency,2025,60,9,#808000
92,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,60,9,#808000
93,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,San Juan Water District,2025,60,9,#808000
94,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Shasta Contractors,2025,60,9,#808000
95,Multi-family residential customer cut ratio (%),Central Valley - Sacramento Valley,Solano County Water Agency,2025,60,9,#808000
96,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Avenal,2025,60,9,#808000
97,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Coalinga,2025,60,9,#808000
98,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Fresno,2025,60,9,#808000
99,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Huron,2025,60,9,#808000
100,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Lindsay,2025,60,9,#808000
101,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Orange Cove,2025,60,9,#808000
102,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,City of Tracy,2025,60,9,#808000
103,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,60,9,#808000
104,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,60,9,#808000
105,Multi-family residential customer cut ratio (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,60,9,#808000
106,Multi-family residential customer cut ratio (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,60,9,#808000
107,Multi-family residential customer cut ratio (%),San Francisco Bay Area,Alameda County Water District,2025,60,9,#808000
108,Multi-family residential customer cut ratio (%),San Francisco Bay Area,Contra Costa Water District,2025,60,9,#808000
109,Multi-family residential customer cut ratio (%),San Francisco Bay Area,East Bay Municipal Utilities District,2025,60,9,#808000
110,Multi-family residential customer cut ratio (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,60,9,#808000
111,Multi-family residential customer cut ratio (%),San Francisco Bay Area,Santa Clara Valley Water District,2025,60,9,#808000
112,Multi-family residential customer cut ratio (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,60,9,#808000
113,Multi-family residential customer cut ratio (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,60,9,#808000
114,Multi-family residential customer cut ratio (%),Southern California,Antelope Valley-East Kern Water Agency,2025,60,9,#808000
115,Multi-family residential customer cut ratio (%),Southern California,Santa Clarita Water Division,2025,60,9,#808000
116,Multi-family residential customer cut ratio (%),Southern California,Coachella Valley Water District,2025,60,9,#808000
117,Multi-family residential customer cut ratio (%),Southern California,Crestline-Lake Arrowhead Water Agency,2025,60,9,#808000
118,Multi-family residential customer cut ratio (%),Southern California,Desert Water Agency,2025,60,9,#808000
119,Multi-family residential customer cut ratio (%),Southern California,Metropolitan Water District of Southern California,2025,60,9,#808000
120,Multi-family residential customer cut ratio (%),Southern California,Mojave Water Agency,2025,60,9,#808000
121,Multi-family residential customer cut ratio (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,60,9,#808000
122,Multi-family residential customer cut ratio (%),Southern California,San Bernardino Valley Municipal Water District,2025,60,9,#808000
123,Multi-family residential customer cut ratio (%),Southern California,San Gabriel Valley Municipal Water District,2025,60,9,#808000
124,Multi-family residential customer cut ratio (%),Southern California,San Gorgonio Pass Water Agency,2025,60,9,#808000
125,Multi-family residential customer cut ratio (%),Southern California,Ventura County Watershed Protection District,2025,60,9,#808000
126,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,City of Folsom,2025,25,10,#008000
127,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,City of Redding,2025,25,10,#008000
128,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,City of Roseville,2025,25,10,#008000
129,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,City of West Sacramento,2025,25,10,#008000
130,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,Yuba City,2025,25,10,#008000
131,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,25,10,#008000
132,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,25,10,#008000
133,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,Placer County Water Agency,2025,25,10,#008000
134,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,25,10,#008000
135,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,San Juan Water District,2025,25,10,#008000
136,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,Shasta Contractors,2025,25,10,#008000
137,Industrial customer cut ratio (%),Central Valley - Sacramento Valley,Solano County Water Agency,2025,25,10,#008000
138,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Avenal,2025,25,10,#008000
139,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Coalinga,2025,25,10,#008000
140,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Fresno,2025,25,10,#008000
141,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Huron,2025,25,10,#008000
142,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Lindsay,2025,25,10,#008000
143,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Orange Cove,2025,25,10,#008000
144,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Tracy,2025,25,10,#008000
145,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,25,10,#008000
146,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,25,10,#008000
147,Industrial customer cut ratio (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,25,10,#008000
148,Industrial customer cut ratio (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,25,10,#008000
149,Industrial customer cut ratio (%),San Francisco Bay Area,Alameda County Water District,2025,25,10,#008000
150,Industrial customer cut ratio (%),San Francisco Bay Area,Contra Costa Water District,2025,25,10,#008000
151,Industrial customer cut ratio (%),San Francisco Bay Area,East Bay Municipal Utilities District,2025,25,10,#008000
152,Industrial customer cut ratio (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,25,10,#008000
153,Industrial customer cut ratio (%),San Francisco Bay Area,Santa Clara Valley Water District,2025,25,10,#008000
154,Industrial customer cut ratio (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,25,10,#008000
155,Industrial customer cut ratio (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,25,10,#008000
156,Industrial customer cut ratio (%),Southern California,Antelope Valley-East Kern Water Agency,2025,25,10,#008000
157,Industrial customer cut ratio (%),Southern California,Santa Clarita Water Division,2025,25,10,#008000
158,Industrial customer cut ratio (%),Southern California,Coachella Valley Water District,2025,25,10,#008000
159,Industrial customer cut ratio (%),Southern California,Crestline-Lake Arrowhead Water Agency,2025,25,10,#008000
160,Industrial customer cut ratio (%),Southern California,Desert Water Agency,2025,25,10,#008000
161,Industrial customer cut ratio (%),Southern California,Metropolitan Water District of Southern California,2025,25,10,#008000
162,Industrial customer cut ratio (%),Southern California,Mojave Water Agency,2025,25,10,#008000
163,Industrial customer cut ratio (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,25,10,#008000
164,Industrial customer cut ratio (%),Southern California,San Bernardino Valley Municipal Water District,2025,25,10,#008000
165,Industrial customer cut ratio (%),Southern California,San Gabriel Valley Municipal Water District,2025,25,10,#008000
166,Industrial customer cut ratio (%),Southern California,San Gorgonio Pass Water Agency,2025,25,10,#008000
167,Industrial customer cut ratio (%),Southern California,Ventura County Watershed Protection District,2025,25,10,#008000
168,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,City of Folsom,2025,55,11,#0000FF
169,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,City of Redding,2025,55,11,#0000FF
170,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,City of Roseville,2025,55,11,#0000FF
171,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,City of West Sacramento,2025,55,11,#0000FF
172,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,Yuba City,2025,55,11,#0000FF
173,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,55,11,#0000FF
174,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,55,11,#0000FF
175,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,Placer County Water Agency,2025,55,11,#0000FF
176,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,55,11,#0000FF
177,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,San Juan Water District,2025,55,11,#0000FF
178,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,Shasta Contractors,2025,55,11,#0000FF
179,Commercial customer cut ratio (%),Central Valley - Sacramento Valley,Solano County Water Agency,2025,55,11,#0000FF
180,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Avenal,2025,55,11,#0000FF
181,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Coalinga,2025,55,11,#0000FF
182,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Fresno,2025,55,11,#0000FF
183,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Huron,2025,55,11,#0000FF
184,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Lindsay,2025,55,11,#0000FF
185,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Orange Cove,2025,55,11,#0000FF
186,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,City of Tracy,2025,55,11,#0000FF
187,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,55,11,#0000FF
188,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,55,11,#0000FF
189,Commercial customer cut ratio (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,55,11,#0000FF
190,Commercial customer cut ratio (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,55,11,#0000FF
191,Commercial customer cut ratio (%),San Francisco Bay Area,Alameda County Water District,2025,55,11,#0000FF
192,Commercial customer cut ratio (%),San Francisco Bay Area,Contra Costa Water District,2025,55,11,#0000FF
193,Commercial customer cut ratio (%),San Francisco Bay Area,East Bay Municipal Utilities District,2025,55,11,#0000FF
194,Commercial customer cut ratio (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,55,11,#0000FF
195,Commercial customer cut ratio (%),San Francisco Bay Area,Santa Clara Valley Water District,2025,55,11,#0000FF
196,Commercial customer cut ratio (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,55,11,#0000FF
197,Commercial customer cut ratio (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,55,11,#0000FF
198,Commercial customer cut ratio (%),Southern California,Antelope Valley-East Kern Water Agency,2025,55,11,#0000FF
199,Commercial customer cut ratio (%),Southern California,Santa Clarita Water Division,2025,55,11,#0000FF
200,Commercial customer cut ratio (%),Southern California,Coachella Valley Water District,2025,55,11,#0000FF
201,Commercial customer cut ratio (%),Southern California,Crestline-Lake Arrowhead Water Agency,2025,55,11,#0000FF
202,Commercial customer cut ratio (%),Southern California,Desert Water Agency,2025,55,11,#0000FF
203,Commercial customer cut ratio (%),Southern California,Metropolitan Water District of Southern California,2025,55,11,#0000FF
204,Commercial customer cut ratio (%),Southern California,Mojave Water Agency,2025,55,11,#0000FF
205,Commercial customer cut ratio (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,55,11,#0000FF
206,Commercial customer cut ratio (%),Southern California,San Bernardino Valley Municipal Water District,2025,55,11,#0000FF
207,Commercial customer cut ratio (%),Southern California,San Gabriel Valley Municipal Water District,2025,55,11,#0000FF
208,Commercial customer cut ratio (%),Southern California,San Gorgonio Pass Water Agency,2025,55,11,#0000FF
209,Commercial customer cut ratio (%),Southern California,Ventura County Watershed Protection District,2025,55,11,#0000FF
210,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,City of Folsom,2025,160,12,#000080
211,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,City of Redding,2025,160,12,#000080
212,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,City of Roseville,2025,160,12,#000080
213,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,City of West Sacramento,2025,160,12,#000080
214,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,Yuba City,2025,160,12,#000080
215,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,160,12,#000080
216,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,160,12,#000080
217,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,Placer County Water Agency,2025,160,12,#000080
218,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,160,12,#000080
219,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,San Juan Water District,2025,160,12,#000080
220,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,Shasta Contractors,2025,160,12,#000080
221,Landscape customer cut ratio (%),Central Valley - Sacramento Valley,Solano County Water Agency,2025,160,12,#000080
222,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,City of Avenal,2025,160,12,#000080
223,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,City of Coalinga,2025,160,12,#000080
224,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,City of Fresno,2025,160,12,#000080
225,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,City of Huron,2025,160,12,#000080
226,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,City of Lindsay,2025,160,12,#000080
227,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,City of Orange Cove,2025,160,12,#000080
228,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,City of Tracy,2025,160,12,#000080
229,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,160,12,#000080
230,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,160,12,#000080
231,Landscape customer cut ratio (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,160,12,#000080
232,Landscape customer cut ratio (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,160,12,#000080
233,Landscape customer cut ratio (%),San Francisco Bay Area,Alameda County Water District,2025,160,12,#000080
234,Landscape customer cut ratio (%),San Francisco Bay Area,Contra Costa Water District,2025,160,12,#000080
235,Landscape customer cut ratio (%),San Francisco Bay Area,East Bay Municipal Utilities District,2025,160,12,#000080
236,Landscape customer cut ratio (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,160,12,#000080
237,Landscape customer cut ratio (%),San Francisco Bay Area,Santa Clara Valley Water District,2025,160,12,#000080
238,Landscape customer cut ratio (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,160,12,#000080
239,Landscape customer cut ratio (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,160,12,#000080
240,Landscape customer cut ratio (%),Southern California,Antelope Valley-East Kern Water Agency,2025,160,12,#000080
241,Landscape customer cut ratio (%),Southern California,Santa Clarita Water Division,2025,160,12,#000080
242,Landscape customer cut ratio (%),Southern California,Coachella Valley Water District,2025,160,12,#000080
243,Landscape customer cut ratio (%),Southern California,Crestline-Lake Arrowhead Water Agency,2025,160,12,#000080
244,Landscape customer cut ratio (%),Southern California,Desert Water Agency,2025,160,12,#000080
245,Landscape customer cut ratio (%),Southern California,Metropolitan Water District of Southern California,2025,160,12,#000080
246,Landscape customer cut ratio (%),Southern California,Mojave Water Agency,2025,160,12,#000080
247,Landscape customer cut ratio (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,160,12,#000080
248,Landscape customer cut ratio (%),Southern California,San Bernardino Valley Municipal Water District,2025,160,12,#000080
249,Landscape customer cut ratio (%),Southern California,San Gabriel Valley Municipal Water District,2025,160,12,#000080
250,Landscape customer cut ratio (%),Southern California,San Gorgonio Pass Water Agency,2025,160,12,#000080
251,Landscape customer cut ratio (%),Southern California,Ventura County Watershed Protection District,2025,160,12,#000080
252,Rationing program threshold (%),Central Valley - Sacramento Valley,City of Folsom,2025,80,13,#00FF00
253,Rationing program threshold (%),Central Valley - Sacramento Valley,City of Redding,2025,80,13,#00FF00
254,Rationing program threshold (%),Central Valley - Sacramento Valley,City of Roseville,2025,80,13,#00FF00
255,Rationing program threshold (%),Central Valley - Sacramento Valley,City of West Sacramento,2025,80,13,#00FF00
256,Rationing program threshold (%),Central Valley - Sacramento Valley,Yuba City,2025,80,13,#00FF00
257,Rationing program threshold (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,80,13,#00FF00
258,Rationing program threshold (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,80,13,#00FF00
259,Rationing program threshold (%),Central Valley - Sacramento Valley,Placer County Water Agency,2025,80,13,#00FF00
260,Rationing program threshold (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,80,13,#00FF00
261,Rationing program threshold (%),Central Valley - Sacramento Valley,San Juan Water District,2025,80,13,#00FF00
262,Rationing program threshold (%),Central Valley - Sacramento Valley,Shasta Contractors,2025,80,13,#00FF00
263,Rationing program threshold (%),Central Valley - Sacramento Valley,Solano County Water Agency,2025,80,13,#00FF00
