,Type,Study Region,Contractor,Year,Value,k_labels,colors
131,Commercial and Governmental Use (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,1,6,#CCCCFF
132,Commercial and Governmental Use (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,1,6,#CCCCFF
133,Commercial and Governmental Use (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,2025,1,6,#CCCCFF
134,Commercial and Governmental Use (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,1,6,#CCCCFF
135,Commercial and Governmental Use (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,2025,1,6,#CCCCFF
136,Commercial and Governmental Use (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,2025,1,6,#CCCCFF
137,Commercial and Governmental Use (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,2025,1,6,#CCCCFF
138,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,2025,1,6,#CCCCFF
139,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,2025,1,6,#CCCCFF
140,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,2025,1,6,#CCCCFF
141,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,City of Huron,2025,1,6,#CCCCFF
142,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,2025,1,6,#CCCCFF
143,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,2025,1,6,#CCCCFF
144,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,2025,1,6,#CCCCFF
145,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,1,6,#CCCCFF
146,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,1,6,#CCCCFF
147,Commercial and Governmental Use (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,1,6,#CCCCFF
148,Commercial and Governmental Use (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,1,6,#CCCCFF
149,Commercial and Governmental Use (acre-feet),San Francisco Bay Area,Alameda County Water District,2025,1,6,#CCCCFF
150,Commercial and Governmental Use (acre-feet),San Francisco Bay Area,Contra Costa Water District,2025,1,6,#CCCCFF
151,Commercial and Governmental Use (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,2025,1,6,#CCCCFF
152,Commercial and Governmental Use (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,1,6,#CCCCFF
153,Commercial and Governmental Use (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,2025,1,6,#CCCCFF
154,Commercial and Governmental Use (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,1,6,#CCCCFF
155,Commercial and Governmental Use (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,1,6,#CCCCFF
156,Commercial and Governmental Use (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,2025,1,6,#CCCCFF
157,Commercial and Governmental Use (acre-feet),Southern California,Santa Clarita Water Division,2025,1,6,#CCCCFF
158,Commercial and Governmental Use (acre-feet),Southern California,Coachella Valley Water District,2025,1,6,#CCCCFF
159,Commercial and Governmental Use (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,2025,1,6,#CCCCFF
160,Commercial and Governmental Use (acre-feet),Southern California,Desert Water Agency,2025,1,6,#CCCCFF
161,Commercial and Governmental Use (acre-feet),Southern California,Metropolitan Water District of Southern California,2025,1,6,#CCCCFF
162,Commercial and Governmental Use (acre-feet),Southern California,Mojave Water Agency,2025,1,6,#CCCCFF
163,Commercial and Governmental Use (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,1,6,#CCCCFF
164,Commercial and Governmental Use (acre-feet),Southern California,San Bernardino Valley Municipal Water District,2025,1,6,#CCCCFF
165,Commercial and Governmental Use (acre-feet),Southern California,San Gabriel Valley Municipal Water District,2025,1,6,#CCCCFF
166,Commercial and Governmental Use (acre-feet),Southern California,San Gorgonio Pass Water Agency,2025,1,6,#CCCCFF
167,Commercial and Governmental Use (acre-feet),Southern California,Ventura County Watershed Protection District,2025,1,6,#CCCCFF
168,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,City of Folsom,2025,1,7,#9FE2BF
169,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,City of Redding,2025,1,7,#9FE2BF
170,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,City of Roseville,2025,1,7,#9FE2BF
171,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,2025,1,7,#9FE2BF
172,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,Yuba City,2025,1,7,#9FE2BF
173,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,1,7,#9FE2BF
174,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,1,7,#9FE2BF
175,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,2025,1,7,#9FE2BF
176,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,1,7,#9FE2BF
177,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,2025,1,7,#9FE2BF
178,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,2025,1,7,#9FE2BF
179,Agricultural Use (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,2025,1,7,#9FE2BF
180,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,2025,1,7,#9FE2BF
181,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,2025,1,7,#9FE2BF
182,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,2025,1,7,#9FE2BF
183,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,City of Huron,2025,1,7,#9FE2BF
184,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,2025,1,7,#9FE2BF
185,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,2025,1,7,#9FE2BF
186,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,2025,1,7,#9FE2BF
187,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,1,7,#9FE2BF
188,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,1,7,#9FE2BF
189,Agricultural Use (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,1,7,#9FE2BF
190,Agricultural Use (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,1,7,#9FE2BF
191,Agricultural Use (acre-feet),San Francisco Bay Area,Alameda County Water District,2025,1,7,#9FE2BF
192,Agricultural Use (acre-feet),San Francisco Bay Area,Contra Costa Water District,2025,1,7,#9FE2BF
193,Agricultural Use (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,2025,1,7,#9FE2BF
194,Agricultural Use (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,1,7,#9FE2BF
195,Agricultural Use (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,2025,1,7,#9FE2BF
196,Agricultural Use (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,1,7,#9FE2BF
197,Agricultural Use (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,1,7,#9FE2BF
198,Agricultural Use (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,2025,1,7,#9FE2BF
199,Agricultural Use (acre-feet),Southern California,Santa Clarita Water Division,2025,1,7,#9FE2BF
200,Agricultural Use (acre-feet),Southern California,Coachella Valley Water District,2025,1,7,#9FE2BF
201,Agricultural Use (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,2025,1,7,#9FE2BF
202,Agricultural Use (acre-feet),Southern California,Desert Water Agency,2025,1,7,#9FE2BF
203,Agricultural Use (acre-feet),Southern California,Metropolitan Water District of Southern California,2025,1,7,#9FE2BF
204,Agricultural Use (acre-feet),Southern California,Mojave Water Agency,2025,1,7,#9FE2BF
205,Agricultural Use (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,1,7,#9FE2BF
206,Agricultural Use (acre-feet),Southern California,San Bernardino Valley Municipal Water District,2025,1,7,#9FE2BF
207,Agricultural Use (acre-feet),Southern California,San Gabriel Valley Municipal Water District,2025,1,7,#9FE2BF
208,Agricultural Use (acre-feet),Southern California,San Gorgonio Pass Water Agency,2025,1,7,#9FE2BF
209,Agricultural Use (acre-feet),Southern California,Ventura County Watershed Protection District,2025,1,7,#9FE2BF
210,Landscape Use (acre-feet),Central Valley - Sacramento Valley,City of Folsom,2025,1,8,#FFBF00
211,Landscape Use (acre-feet),Central Valley - Sacramento Valley,City of Redding,2025,1,8,#FFBF00
212,Landscape Use (acre-feet),Central Valley - Sacramento Valley,City of Roseville,2025,1,8,#FFBF00
213,Landscape Use (acre-feet),Central Valley - Sacramento Valley,City of West Sacramento,2025,1,8,#FFBF00
214,Landscape Use (acre-feet),Central Valley - Sacramento Valley,Yuba City,2025,1,8,#FFBF00
215,Landscape Use (acre-feet),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,1,8,#FFBF00
216,Landscape Use (acre-feet),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,1,8,#FFBF00
217,Landscape Use (acre-feet),Central Valley - Sacramento Valley,Placer County Water Agency,2025,1,8,#FFBF00
218,Landscape Use (acre-feet),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,1,8,#FFBF00
219,Landscape Use (acre-feet),Central Valley - Sacramento Valley,San Juan Water District,2025,1,8,#FFBF00
220,Landscape Use (acre-feet),Central Valley - Sacramento Valley,Shasta Contractors,2025,1,8,#FFBF00
221,Landscape Use (acre-feet),Central Valley - Sacramento Valley,Solano County Water Agency,2025,1,8,#FFBF00
222,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,City of Avenal,2025,1,8,#FFBF00
223,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,City of Coalinga,2025,1,8,#FFBF00
224,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,City of Fresno,2025,1,8,#FFBF00
225,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,City of Huron,2025,1,8,#FFBF00
226,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,City of Lindsay,2025,1,8,#FFBF00
227,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,City of Orange Cove,2025,1,8,#FFBF00
228,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,City of Tracy,2025,1,8,#FFBF00
229,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,1,8,#FFBF00
230,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,1,8,#FFBF00
231,Landscape Use (acre-feet),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,1,8,#FFBF00
232,Landscape Use (acre-feet),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,1,8,#FFBF00
233,Landscape Use (acre-feet),San Francisco Bay Area,Alameda County Water District,2025,1,8,#FFBF00
234,Landscape Use (acre-feet),San Francisco Bay Area,Contra Costa Water District,2025,1,8,#FFBF00
235,Landscape Use (acre-feet),San Francisco Bay Area,East Bay Municipal Utilities District,2025,1,8,#FFBF00
236,Landscape Use (acre-feet),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,1,8,#FFBF00
237,Landscape Use (acre-feet),San Francisco Bay Area,Santa Clara Valley Water District,2025,1,8,#FFBF00
238,Landscape Use (acre-feet),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,1,8,#FFBF00
239,Landscape Use (acre-feet),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,1,8,#FFBF00
240,Landscape Use (acre-feet),Southern California,Antelope Valley-East Kern Water Agency,2025,1,8,#FFBF00
241,Landscape Use (acre-feet),Southern California,Santa Clarita Water Division,2025,1,8,#FFBF00
242,Landscape Use (acre-feet),Southern California,Coachella Valley Water District,2025,1,8,#FFBF00
243,Landscape Use (acre-feet),Southern California,Crestline-Lake Arrowhead Water Agency,2025,1,8,#FFBF00
244,Landscape Use (acre-feet),Southern California,Desert Water Agency,2025,1,8,#FFBF00
245,Landscape Use (acre-feet),Southern California,Metropolitan Water District of Southern California,2025,1,8,#FFBF00
246,Landscape Use (acre-feet),Southern California,Mojave Water Agency,2025,1,8,#FFBF00
247,Landscape Use (acre-feet),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,1,8,#FFBF00
248,Landscape Use (acre-feet),Southern California,San Bernardino Valley Municipal Water District,2025,1,8,#FFBF00
249,Landscape Use (acre-feet),Southern California,San Gabriel Valley Municipal Water District,2025,1,8,#FFBF00
250,Landscape Use (acre-feet),Southern California,San Gorgonio Pass Water Agency,2025,1,8,#FFBF00
