,Type,Study Region,Contractor,Year,Value,k_labels,colors
33,Fraction of single-family residential use that is interior (%),Southern California,Crestline-Lake Arrowhead Water Agency,2035,67,9,#808000
34,Fraction of single-family residential use that is interior (%),Southern California,Desert Water Agency,2035,67,9,#808000
35,Fraction of single-family residential use that is interior (%),Southern California,Metropolitan Water District of Southern California,2035,67,9,#808000
36,Fraction of single-family residential use that is interior (%),Southern California,Mojave Water Agency,2035,67,9,#808000
37,Fraction of single-family residential use that is interior (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,67,9,#808000
38,Fraction of single-family residential use that is interior (%),Southern California,San Bernardino Valley Municipal Water District,2035,67,9,#808000
39,Fraction of single-family residential use that is interior (%),Southern California,San Gabriel Valley Municipal Water District,2035,67,9,#808000
40,Fraction of single-family residential use that is interior (%),Southern California,San Gorgonio Pass Water Agency,2035,67,9,#808000
41,Fraction of single-family residential use that is interior (%),Southern California,Ventura County Watershed Protection District,2035,67,9,#808000
42,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,City of Folsom,2035,82,10,#008000
43,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,City of Redding,2035,82,10,#008000
44,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,City of Roseville,2035,82,10,#008000
45,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,City of West Sacramento,2035,82,10,#008000
46,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,Yuba City,2035,82,10,#008000
47,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,82,10,#008000
48,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,82,10,#008000
49,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,Placer County Water Agency,2035,82,10,#008000
50,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,82,10,#008000
51,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,San Juan Water District,2035,82,10,#008000
52,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,Shasta Contractors,2035,82,10,#008000
53,Fraction of multi-family residential use that is interior (%),Central Valley - Sacramento Valley,Solano County Water Agency,2035,82,10,#008000
54,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Avenal,2035,82,10,#008000
55,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Coalinga,2035,82,10,#008000
56,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Fresno,2035,82,10,#008000
57,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Huron,2035,82,10,#008000
58,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Lindsay,2035,82,10,#008000
59,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Orange Cove,2035,82,10,#008000
60,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Tracy,2035,82,10,#008000
61,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2035,82,10,#008000
62,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,82,10,#008000
63,Fraction of multi-family residential use that is interior (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2035,82,10,#008000
64,Fraction of multi-family residential use that is interior (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,82,10,#008000
65,Fraction of multi-family residential use that is interior (%),San Francisco Bay Area,Alameda County Water District,2035,82,10,#008000
66,Fraction of multi-family residential use that is interior (%),San Francisco Bay Area,Contra Costa Water District,2035,82,10,#008000
67,Fraction of multi-family residential use that is interior (%),San Francisco Bay Area,East Bay Municipal Utilities District,2035,82,10,#008000
68,Fraction of multi-family residential use that is interior (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,82,10,#008000
69,Fraction of multi-family residential use that is interior (%),San Francisco Bay Area,Santa Clara Valley Water District,2035,82,10,#008000
70,Fraction of multi-family residential use that is interior (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,82,10,#008000
71,Fraction of multi-family residential use that is interior (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,82,10,#008000
72,Fraction of multi-family residential use that is interior (%),Southern California,Antelope Valley-East Kern Water Agency,2035,82,10,#008000
73,Fraction of multi-family residential use that is interior (%),Southern California,Santa Clarita Water Division,2035,82,10,#008000
74,Fraction of multi-family residential use that is interior (%),Southern California,Coachella Valley Water District,2035,82,10,#008000
75,Fraction of multi-family residential use that is interior (%),Southern California,Crestline-Lake Arrowhead Water Agency,2035,82,10,#008000
76,Fraction of multi-family residential use that is interior (%),Southern California,Desert Water Agency,2035,82,10,#008000
77,Fraction of multi-family residential use that is interior (%),Southern California,Metropolitan Water District of Southern California,2035,82,10,#008000
78,Fraction of multi-family residential use that is interior (%),Southern California,Mojave Water Agency,2035,82,10,#008000
79,Fraction of multi-family residential use that is interior (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,82,10,#008000
80,Fraction of multi-family residential use that is interior (%),Southern California,San Bernardino Valley Municipal Water District,2035,82,10,#008000
81,Fraction of multi-family residential use that is interior (%),Southern California,San Gabriel Valley Municipal Water District,2035,82,10,#008000
82,Fraction of multi-family residential use that is interior (%),Southern California,San Gorgonio Pass Water Agency,2035,82,10,#008000
83,Fraction of multi-family residential use that is interior (%),Southern California,Ventura County Watershed Protection District,2035,82,10,#008000
84,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,City of Folsom,2035,77,11,#0000FF
85,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,City of Redding,2035,77,11,#0000FF
86,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,City of Roseville,2035,77,11,#0000FF
87,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,City of West Sacramento,2035,77,11,#0000FF
88,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,Yuba City,2035,77,11,#0000FF
89,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,77,11,#0000FF
90,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,77,11,#0000FF
91,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,Placer County Water Agency,2035,77,11,#0000FF
92,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,77,11,#0000FF
93,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,San Juan Water District,2035,77,11,#0000FF
94,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,Shasta Contractors,2035,77,11,#0000FF
95,Fraction of commercial use that is interior (%),Central Valley - Sacramento Valley,Solano County Water Agency,2035,77,11,#0000FF
96,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,City of Avenal,2035,77,11,#0000FF
97,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,City of Coalinga,2035,77,11,#0000FF
98,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,City of Fresno,2035,77,11,#0000FF
99,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,City of Huron,2035,77,11,#0000FF
100,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,City of Lindsay,2035,77,11,#0000FF
101,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,City of Orange Cove,2035,77,11,#0000FF
102,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,City of Tracy,2035,77,11,#0000FF
103,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2035,77,11,#0000FF
104,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,77,11,#0000FF
105,Fraction of commercial use that is interior (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2035,77,11,#0000FF
106,Fraction of commercial use that is interior (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,77,11,#0000FF
107,Fraction of commercial use that is interior (%),San Francisco Bay Area,Alameda County Water District,2035,77,11,#0000FF
108,Fraction of commercial use that is interior (%),San Francisco Bay Area,Contra Costa Water District,2035,77,11,#0000FF
109,Fraction of commercial use that is interior (%),San Francisco Bay Area,East Bay Municipal Utilities District,2035,77,11,#0000FF
110,Fraction of commercial use that is interior (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,77,11,#0000FF
111,Fraction of commercial use that is interior (%),San Francisco Bay Area,Santa Clara Valley Water District,2035,77,11,#0000FF
112,Fraction of commercial use that is interior (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,77,11,#0000FF
113,Fraction of commercial use that is interior (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,77,11,#0000FF
114,Fraction of commercial use that is interior (%),Southern California,Antelope Valley-East Kern Water Agency,2035,77,11,#0000FF
115,Fraction of commercial use that is interior (%),Southern California,Santa Clarita Water Division,2035,77,11,#0000FF
116,Fraction of commercial use that is interior (%),Southern California,Coachella Valley Water District,2035,77,11,#0000FF
117,Fraction of commercial use that is interior (%),Southern California,Crestline-Lake Arrowhead Water Agency,2035,77,11,#0000FF
118,Fraction of commercial use that is interior (%),Southern California,Desert Water Agency,2035,77,11,#0000FF
119,Fraction of commercial use that is interior (%),Southern California,Metropolitan Water District of Southern California,2035,77,11,#0000FF
120,Fraction of commercial use that is interior (%),Southern California,Mojave Water Agency,2035,77,11,#0000FF
121,Fraction of commercial use that is interior (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,77,11,#0000FF
122,Fraction of commercial use that is interior (%),Southern California,San Bernardino Valley Municipal Water District,2035,77,11,#0000FF
123,Fraction of commercial use that is interior (%),Southern California,San Gabriel Valley Municipal Water District,2035,77,11,#0000FF
124,Fraction of commercial use that is interior (%),Southern California,San Gorgonio Pass Water Agency,2035,77,11,#0000FF
125,Fraction of commercial use that is interior (%),Southern California,Ventura County Watershed Protection District,2035,77,11,#0000FF
126,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,City of Folsom,2035,83,12,#000080
127,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,City of Redding,2035,83,12,#000080
128,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,City of Roseville,2035,83,12,#000080
129,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,City of West Sacramento,2035,83,12,#000080
130,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,Yuba City,2035,83,12,#000080
131,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,83,12,#000080
132,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,83,12,#000080
133,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,Placer County Water Agency,2035,83,12,#000080
134,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,83,12,#000080
135,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,San Juan Water District,2035,83,12,#000080
136,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,Shasta Contractors,2035,83,12,#000080
137,Fraction of industrial use that is interior (%),Central Valley - Sacramento Valley,Solano County Water Agency,2035,83,12,#000080
138,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,City of Avenal,2035,83,12,#000080
139,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,City of Coalinga,2035,83,12,#000080
140,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,City of Fresno,2035,83,12,#000080
141,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,City of Huron,2035,83,12,#000080
142,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,City of Lindsay,2035,83,12,#000080
143,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,City of Orange Cove,2035,83,12,#000080
144,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,City of Tracy,2035,83,12,#000080
145,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2035,83,12,#000080
146,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,83,12,#000080
147,Fraction of industrial use that is interior (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2035,83,12,#000080
148,Fraction of industrial use that is interior (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,83,12,#000080
149,Fraction of industrial use that is interior (%),San Francisco Bay Area,Alameda County Water District,2035,83,12,#000080
150,Fraction of industrial use that is interior (%),San Francisco Bay Area,Contra Costa Water District,2035,83,12,#000080
151,Fraction of industrial use that is interior (%),San Francisco Bay Area,East Bay Municipal Utilities District,2035,83,12,#000080
152,Fraction of industrial use that is interior (%),San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,83,12,#000080
153,Fraction of industrial use that is interior (%),San Francisco Bay Area,Santa Clara Valley Water District,2035,83,12,#000080
154,Fraction of industrial use that is interior (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,83,12,#000080
155,Fraction of industrial use that is interior (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,83,12,#000080
156,Fraction of industrial use that is interior (%),Southern California,Antelope Valley-East Kern Water Agency,2035,83,12,#000080
157,Fraction of industrial use that is interior (%),Southern California,Santa Clarita Water Division,2035,83,12,#000080
158,Fraction of industrial use that is interior (%),Southern California,Coachella Valley Water District,2035,83,12,#000080
159,Fraction of industrial use that is interior (%),Southern California,Crestline-Lake Arrowhead Water Agency,2035,83,12,#000080
160,Fraction of industrial use that is interior (%),Southern California,Desert Water Agency,2035,83,12,#000080
161,Fraction of industrial use that is interior (%),Southern California,Metropolitan Water District of Southern California,2035,83,12,#000080
162,Fraction of industrial use that is interior (%),Southern California,Mojave Water Agency,2035,83,12,#000080
163,Fraction of industrial use that is interior (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,83,12,#000080
164,Fraction of industrial use that is interior (%),Southern California,San Bernardino Valley Municipal Water District,2035,83,12,#000080
165,Fraction of industrial use that is interior (%),Southern California,San Gabriel Valley Municipal Water District,2035,83,12,#000080
166,Fraction of industrial use that is interior (%),Southern California,San Gorgonio Pass Water Agency,2035,83,12,#000080
167,Fraction of industrial use that is interior (%),Southern California,Ventura County Watershed Protection District,2035,83,12,#000080
168,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,City of Folsom,2035,35,13,#00FF00
169,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,City of Redding,2035,35,13,#00FF00
170,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,City of Roseville,2035,35,13,#00FF00
171,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,City of West Sacramento,2035,35,13,#00FF00
172,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,Yuba City,2035,35,13,#00FF00
173,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,35,13,#00FF00
174,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,35,13,#00FF00
175,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,Placer County Water Agency,2035,35,13,#00FF00
176,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,35,13,#00FF00
177,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,San Juan Water District,2035,35,13,#00FF00
178,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,Shasta Contractors,2035,35,13,#00FF00
179,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - Sacramento Valley,Solano County Water Agency,2035,35,13,#00FF00
180,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,City of Avenal,2035,35,13,#00FF00
181,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,City of Coalinga,2035,35,13,#00FF00
182,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,City of Fresno,2035,35,13,#00FF00
183,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,City of Huron,2035,35,13,#00FF00
184,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,City of Lindsay,2035,35,13,#00FF00
185,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,City of Orange Cove,2035,35,13,#00FF00
186,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,City of Tracy,2035,35,13,#00FF00
187,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,Kern County Water Agency,2035,35,13,#00FF00
188,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,35,13,#00FF00
189,Share of exterior use unaffected by ETAW (% of total exterior use),Central Valley - San Joaquin Valley,Stockton-East Water District,2035,35,13,#00FF00
190,Share of exterior use unaffected by ETAW (% of total exterior use),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,35,13,#00FF00
191,Share of exterior use unaffected by ETAW (% of total exterior use),San Francisco Bay Area,Alameda County Water District,2035,35,13,#00FF00
192,Share of exterior use unaffected by ETAW (% of total exterior use),San Francisco Bay Area,Contra Costa Water District,2035,35,13,#00FF00
193,Share of exterior use unaffected by ETAW (% of total exterior use),San Francisco Bay Area,East Bay Municipal Utilities District,2035,35,13,#00FF00
194,Share of exterior use unaffected by ETAW (% of total exterior use),San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,35,13,#00FF00
195,Share of exterior use unaffected by ETAW (% of total exterior use),San Francisco Bay Area,Santa Clara Valley Water District,2035,35,13,#00FF00
196,Share of exterior use unaffected by ETAW (% of total exterior use),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,35,13,#00FF00
197,Share of exterior use unaffected by ETAW (% of total exterior use),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,35,13,#00FF00
198,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Antelope Valley-East Kern Water Agency,2035,35,13,#00FF00
199,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Santa Clarita Water Division,2035,35,13,#00FF00
200,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Coachella Valley Water District,2035,35,13,#00FF00
201,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Crestline-Lake Arrowhead Water Agency,2035,35,13,#00FF00
202,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Desert Water Agency,2035,35,13,#00FF00
203,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Metropolitan Water District of Southern California,2035,35,13,#00FF00
204,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Mojave Water Agency,2035,35,13,#00FF00
205,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,35,13,#00FF00
206,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,San Bernardino Valley Municipal Water District,2035,35,13,#00FF00
207,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,San Gabriel Valley Municipal Water District,2035,35,13,#00FF00
208,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,San Gorgonio Pass Water Agency,2035,35,13,#00FF00
209,Share of exterior use unaffected by ETAW (% of total exterior use),Southern California,Ventura County Watershed Protection District,2035,35,13,#00FF00
210,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,City of Folsom,2040,67,9,#808000
211,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,City of Redding,2040,67,9,#808000
212,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,City of Roseville,2040,67,9,#808000
213,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,City of West Sacramento,2040,67,9,#808000
214,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,Yuba City,2040,67,9,#808000
215,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,67,9,#808000
216,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,67,9,#808000
217,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,Placer County Water Agency,2040,67,9,#808000
218,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,67,9,#808000
219,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,San Juan Water District,2040,67,9,#808000
220,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,Shasta Contractors,2040,67,9,#808000
221,Fraction of single-family residential use that is interior (%),Central Valley - Sacramento Valley,Solano County Water Agency,2040,67,9,#808000
222,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Avenal,2040,67,9,#808000
223,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Coalinga,2040,67,9,#808000
224,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Fresno,2040,67,9,#808000
225,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Huron,2040,67,9,#808000
226,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Lindsay,2040,67,9,#808000
227,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Orange Cove,2040,67,9,#808000
228,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,City of Tracy,2040,67,9,#808000
229,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,Kern County Water Agency,2040,67,9,#808000
230,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,67,9,#808000
231,Fraction of single-family residential use that is interior (%),Central Valley - San Joaquin Valley,Stockton-East Water District,2040,67,9,#808000
232,Fraction of single-family residential use that is interior (%),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 8",2040,67,9,#808000
233,Fraction of single-family residential use that is interior (%),San Francisco Bay Area,Alameda County Water District,2040,67,9,#808000
234,Fraction of single-family residential use that is interior (%),San Francisco Bay Area,Contra Costa Water District,2040,67,9,#808000
235,Fraction of single-family residential use that is interior (%),San Francisco Bay Area,East Bay Municipal Utilities District,2040,67,9,#808000
236,Fraction of single-family residential use that is interior (%),San Francisco Bay Area,"San Benito County Water District, Zone 7",2040,67,9,#808000
237,Fraction of single-family residential use that is interior (%),San Francisco Bay Area,Santa Clara Valley Water District,2040,67,9,#808000
238,Fraction of single-family residential use that is interior (%),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,67,9,#808000
239,Fraction of single-family residential use that is interior (%),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,67,9,#808000
240,Fraction of single-family residential use that is interior (%),Southern California,Antelope Valley-East Kern Water Agency,2040,67,9,#808000
241,Fraction of single-family residential use that is interior (%),Southern California,Santa Clarita Water Division,2040,67,9,#808000
242,Fraction of single-family residential use that is interior (%),Southern California,Coachella Valley Water District,2040,67,9,#808000
243,Fraction of single-family residential use that is interior (%),Southern California,Crestline-Lake Arrowhead Water Agency,2040,67,9,#808000
244,Fraction of single-family residential use that is interior (%),Southern California,Desert Water Agency,2040,67,9,#808000
245,Fraction of single-family residential use that is interior (%),Southern California,Metropolitan Water District of Southern California,2040,67,9,#808000
246,Fraction of single-family residential use that is interior (%),Southern California,Mojave Water Agency,2040,67,9,#808000
247,Fraction of single-family residential use that is interior (%),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,67,9,#808000
