Variable,Contractor,2025,2030,2035,2040,2045,Notes
Water Market Transfer Loss Factor (%),City of Coalinga,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),City of Fresno,0,0,0,0,0,San Joaquin Valley region transfer (CWEST)
Water Market Transfer Loss Factor (%),City of Huron,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),City of Lindsay,0,0,0,0,0,San Joaquin Valley region transfer (CWEST)
Water Market Transfer Loss Factor (%),City of Orange Cove,0,0,0,0,0,San Joaquin Valley region transfer (CWEST)
Water Market Transfer Loss Factor (%),City of Tracy,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Kern County Water Agency Improvement District No 4,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Other Friant-Kern M&I Contractors,0,0,0,0,0,San Joaquin Valley region transfer (CWEST)
Water Market Transfer Loss Factor (%),Stockton-East Water District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),"Alameda County Flood Control and Water Conservation District, Zone 7",18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Alameda County Water District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Contra Costa Water District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),East Bay Municipal Utilities District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),"San Benito County Water District, Zone 6",18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Santa Clara Valley Water District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),San Luis Obispo County Flood Control & Water Conservation District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Santa Barbara County Flood Control & Water Conservation District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Antelope Valley-East Kern Water Agency,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Santa Clarita Water Division,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Coachella Valley Water District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Crestline-Lake Arrowhead Water Agency,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Desert Water Agency,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Metropolitan Water District of Southern California,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Mojave Water Agency,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Palmdale Water District & Littlerock Creek Irrigation District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),San Bernardino Valley Municipal Water District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),San Gabriel Valley Municipal Water District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),San Gorgonio Pass Water Agency,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Water Market Transfer Loss Factor (%),Ventura County Watershed Protection District,18,18,18,18,18,Cross-delta conveyance loss (CWEST)
Transfer Limit for Normal or Better Years (AFY),Butte County,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Folsom,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Redding,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Roseville,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of West Sacramento,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Yuba City,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),El Dorado Irrigation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Napa County Flood Control & Water Conservation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Placer County Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Sacramento County Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),San Juan Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Shasta Contractors,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Solano County Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Avenal,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Coalinga,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Fresno,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Huron,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Lindsay,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Orange Cove,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),City of Tracy,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Kern County Water Agency Improvement District No 4,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Other Friant-Kern M&I Contractors,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Stockton-East Water District,10000,13541,18280,23020,27760,"2020 UWMP Table 5-4 (Stockton-East Water District, 2020)"
Transfer Limit for Normal or Better Years (AFY),"Alameda County Flood Control and Water Conservation District, Zone 7",1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Alameda County Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Contra Costa Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),East Bay Municipal Utilities District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),"San Benito County Water District, Zone 6",1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Santa Clara Valley Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),San Luis Obispo County Flood Control & Water Conservation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Santa Barbara County Flood Control & Water Conservation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Antelope Valley-East Kern Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Santa Clarita Water Division,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Coachella Valley Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Crestline-Lake Arrowhead Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Desert Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Metropolitan Water District of Southern California,100000,100000,100000,100000,100000,2020 IRP: https://www.mwdh2o.com/media/12089/irp-board-letter-march-2022.pdf
Transfer Limit for Normal or Better Years (AFY),Mojave Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Palmdale Water District & Littlerock Creek Irrigation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),San Bernardino Valley Municipal Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),San Gabriel Valley Municipal Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),San Gorgonio Pass Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Normal or Better Years (AFY),Ventura County Watershed Protection District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Butte County,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Folsom,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Redding,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Roseville,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of West Sacramento,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Yuba City,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),El Dorado Irrigation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Napa County Flood Control & Water Conservation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Placer County Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Sacramento County Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),San Juan Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Shasta Contractors,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Solano County Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Avenal,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Coalinga,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Fresno,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Huron,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Lindsay,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Orange Cove,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),City of Tracy,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Kern County Water Agency Improvement District No 4,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Other Friant-Kern M&I Contractors,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Stockton-East Water District,10000,13541,18280,23020,27760,"2020 UWMP Table 5-4 (Stockton-East Water District, 2020)"
Transfer Limit for Dry Years (AFY),"Alameda County Flood Control and Water Conservation District, Zone 7",1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Alameda County Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Contra Costa Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),East Bay Municipal Utilities District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),"San Benito County Water District, Zone 6",1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Santa Clara Valley Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),San Luis Obispo County Flood Control & Water Conservation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Santa Barbara County Flood Control & Water Conservation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Antelope Valley-East Kern Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Santa Clarita Water Division,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Coachella Valley Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Crestline-Lake Arrowhead Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Desert Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Metropolitan Water District of Southern California,100000,100000,100000,100000,100000,2020 IRP: https://www.mwdh2o.com/media/12089/irp-board-letter-march-2022.pdf
Transfer Limit for Dry Years (AFY),Mojave Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Palmdale Water District & Littlerock Creek Irrigation District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),San Bernardino Valley Municipal Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),San Gabriel Valley Municipal Water District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),San Gorgonio Pass Water Agency,1000,1000,1000,1000,1000,CWEST
Transfer Limit for Dry Years (AFY),Ventura County Watershed Protection District,1000,1000,1000,1000,1000,CWEST
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Butte County,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Folsom,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Redding,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Roseville,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of West Sacramento,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Yuba City,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),El Dorado Irrigation District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Napa County Flood Control & Water Conservation District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Placer County Water Agency,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Sacramento County Water Agency,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),San Juan Water District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Shasta Contractors,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Solano County Water Agency,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Avenal,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Coalinga,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Fresno,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Huron,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Lindsay,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Orange Cove,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),City of Tracy,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Kern County Water Agency Improvement District No 4,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Other Friant-Kern M&I Contractors,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Stockton-East Water District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),"Alameda County Flood Control and Water Conservation District, Zone 7",100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Alameda County Water District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Contra Costa Water District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),East Bay Municipal Utilities District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),"San Benito County Water District, Zone 6",100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Santa Clara Valley Water District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),San Luis Obispo County Flood Control & Water Conservation District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Santa Barbara County Flood Control & Water Conservation District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Antelope Valley-East Kern Water Agency,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Santa Clarita Water Division,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Coachella Valley Water District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Crestline-Lake Arrowhead Water Agency,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Desert Water Agency,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Metropolitan Water District of Southern California,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Mojave Water Agency,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Palmdale Water District & Littlerock Creek Irrigation District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),San Bernardino Valley Municipal Water District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),San Gabriel Valley Municipal Water District,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),San Gorgonio Pass Water Agency,100,100,100,100,100,LCPSIM
Transfer Limit for 2 or More Consecutive Years (% of Dry-Year limit defined above),Ventura County Watershed Protection District,100,100,100,100,100,LCPSIM
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Butte County,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Folsom,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Redding,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Roseville,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of West Sacramento,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Yuba City,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),El Dorado Irrigation District,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Napa County Flood Control & Water Conservation District,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Placer County Water Agency,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Sacramento County Water Agency,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),San Juan Water District,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Shasta Contractors,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),Solano County Water Agency,163.9458024,163.9458024,165.8302369,167.7146714,169.5991059,Sacramento Valley
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Avenal,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Coalinga,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Fresno,226.1321413,226.1321413,247.2378078,268.3434743,289.4491408,Friant Service Area
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Huron,230.6547841,230.6547841,309.8010335,388.947283,468.0935324,Delta Export
Wet Year Water Market Transfers and Exchanges Supply Unit Cost ($/AF),City of Lindsay,226.1321413,226.1321413,247.2378078,268.3434743,289.4491408,Friant Service Area
