,Type,Study Region,Contractor,Year,Value,k_labels,colors
25,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,East Bay Municipal Utilities District,2025,1,12,#000080
26,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,1,12,#000080
27,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,Santa Clara Valley Water District,2025,1,12,#000080
28,Reuse from Applied Exterior Urban Water,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,1,12,#000080
29,Reuse from Applied Exterior Urban Water,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,1,12,#000080
30,Reuse from Applied Exterior Urban Water,Southern California,Antelope Valley-East Kern Water Agency,2025,1,12,#000080
31,Reuse from Applied Exterior Urban Water,Southern California,Santa Clarita Water Division,2025,1,12,#000080
32,Reuse from Applied Exterior Urban Water,Southern California,Coachella Valley Water District,2025,1,12,#000080
33,Reuse from Applied Exterior Urban Water,Southern California,Crestline-Lake Arrowhead Water Agency,2025,1,12,#000080
34,Reuse from Applied Exterior Urban Water,Southern California,Desert Water Agency,2025,1,12,#000080
35,Reuse from Applied Exterior Urban Water,Southern California,Metropolitan Water District of Southern California,2025,1,12,#000080
36,Reuse from Applied Exterior Urban Water,Southern California,Mojave Water Agency,2025,1,12,#000080
37,Reuse from Applied Exterior Urban Water,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,1,12,#000080
38,Reuse from Applied Exterior Urban Water,Southern California,San Bernardino Valley Municipal Water District,2025,1,12,#000080
39,Reuse from Applied Exterior Urban Water,Southern California,San Gabriel Valley Municipal Water District,2025,1,12,#000080
40,Reuse from Applied Exterior Urban Water,Southern California,San Gorgonio Pass Water Agency,2025,1,12,#000080
41,Reuse from Applied Exterior Urban Water,Southern California,Ventura County Watershed Protection District,2025,1,12,#000080
42,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Folsom,2025,1,13,#00FF00
43,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Redding,2025,1,13,#00FF00
44,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Roseville,2025,1,13,#00FF00
45,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of West Sacramento,2025,1,13,#00FF00
46,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Yuba City,2025,1,13,#00FF00
47,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,1,13,#00FF00
48,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,1,13,#00FF00
49,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Placer County Water Agency,2025,1,13,#00FF00
50,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,1,13,#00FF00
51,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,San Juan Water District,2025,1,13,#00FF00
52,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Shasta Contractors,2025,1,13,#00FF00
53,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Solano County Water Agency,2025,1,13,#00FF00
54,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Avenal,2025,1,13,#00FF00
55,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Coalinga,2025,1,13,#00FF00
56,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Fresno,2025,1,13,#00FF00
57,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Huron,2025,1,13,#00FF00
58,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Lindsay,2025,1,13,#00FF00
59,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Orange Cove,2025,1,13,#00FF00
60,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Tracy,2025,1,13,#00FF00
61,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Kern County Water Agency,2025,1,13,#00FF00
62,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,1,13,#00FF00
63,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Stockton-East Water District,2025,1,13,#00FF00
64,Reuse from percolation from septic tanks,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,1,13,#00FF00
65,Reuse from percolation from septic tanks,San Francisco Bay Area,Alameda County Water District,2025,1,13,#00FF00
66,Reuse from percolation from septic tanks,San Francisco Bay Area,Contra Costa Water District,2025,1,13,#00FF00
67,Reuse from percolation from septic tanks,San Francisco Bay Area,East Bay Municipal Utilities District,2025,1,13,#00FF00
68,Reuse from percolation from septic tanks,San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,1,13,#00FF00
69,Reuse from percolation from septic tanks,San Francisco Bay Area,Santa Clara Valley Water District,2025,1,13,#00FF00
70,Reuse from percolation from septic tanks,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,1,13,#00FF00
71,Reuse from percolation from septic tanks,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,1,13,#00FF00
72,Reuse from percolation from septic tanks,Southern California,Antelope Valley-East Kern Water Agency,2025,1,13,#00FF00
73,Reuse from percolation from septic tanks,Southern California,Santa Clarita Water Division,2025,1,13,#00FF00
74,Reuse from percolation from septic tanks,Southern California,Coachella Valley Water District,2025,1,13,#00FF00
75,Reuse from percolation from septic tanks,Southern California,Crestline-Lake Arrowhead Water Agency,2025,1,13,#00FF00
76,Reuse from percolation from septic tanks,Southern California,Desert Water Agency,2025,1,13,#00FF00
77,Reuse from percolation from septic tanks,Southern California,Metropolitan Water District of Southern California,2025,1,13,#00FF00
78,Reuse from percolation from septic tanks,Southern California,Mojave Water Agency,2025,1,13,#00FF00
79,Reuse from percolation from septic tanks,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,1,13,#00FF00
80,Reuse from percolation from septic tanks,Southern California,San Bernardino Valley Municipal Water District,2025,1,13,#00FF00
81,Reuse from percolation from septic tanks,Southern California,San Gabriel Valley Municipal Water District,2025,1,13,#00FF00
82,Reuse from percolation from septic tanks,Southern California,San Gorgonio Pass Water Agency,2025,1,13,#00FF00
83,Reuse from percolation from septic tanks,Southern California,Ventura County Watershed Protection District,2025,1,13,#00FF00
84,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Folsom,2030,1,12,#000080
85,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Redding,2030,1,12,#000080
86,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Roseville,2030,1,12,#000080
87,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of West Sacramento,2030,1,12,#000080
88,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Yuba City,2030,1,12,#000080
89,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,1,12,#000080
90,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,1,12,#000080
91,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Placer County Water Agency,2030,1,12,#000080
92,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,1,12,#000080
93,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,San Juan Water District,2030,1,12,#000080
94,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Shasta Contractors,2030,1,12,#000080
95,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Solano County Water Agency,2030,1,12,#000080
96,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Avenal,2030,1,12,#000080
97,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Coalinga,2030,1,12,#000080
98,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Fresno,2030,1,12,#000080
99,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Huron,2030,1,12,#000080
100,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Lindsay,2030,1,12,#000080
101,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Orange Cove,2030,1,12,#000080
102,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Tracy,2030,1,12,#000080
103,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,1,12,#000080
104,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,1,12,#000080
105,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,1,12,#000080
106,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,1,12,#000080
107,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,Alameda County Water District,2030,1,12,#000080
108,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,Contra Costa Water District,2030,1,12,#000080
109,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,East Bay Municipal Utilities District,2030,1,12,#000080
110,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,1,12,#000080
111,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,Santa Clara Valley Water District,2030,1,12,#000080
112,Reuse from Applied Exterior Urban Water,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,1,12,#000080
113,Reuse from Applied Exterior Urban Water,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,1,12,#000080
114,Reuse from Applied Exterior Urban Water,Southern California,Antelope Valley-East Kern Water Agency,2030,1,12,#000080
115,Reuse from Applied Exterior Urban Water,Southern California,Santa Clarita Water Division,2030,1,12,#000080
116,Reuse from Applied Exterior Urban Water,Southern California,Coachella Valley Water District,2030,1,12,#000080
117,Reuse from Applied Exterior Urban Water,Southern California,Crestline-Lake Arrowhead Water Agency,2030,1,12,#000080
118,Reuse from Applied Exterior Urban Water,Southern California,Desert Water Agency,2030,1,12,#000080
119,Reuse from Applied Exterior Urban Water,Southern California,Metropolitan Water District of Southern California,2030,1,12,#000080
120,Reuse from Applied Exterior Urban Water,Southern California,Mojave Water Agency,2030,1,12,#000080
121,Reuse from Applied Exterior Urban Water,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,1,12,#000080
122,Reuse from Applied Exterior Urban Water,Southern California,San Bernardino Valley Municipal Water District,2030,1,12,#000080
123,Reuse from Applied Exterior Urban Water,Southern California,San Gabriel Valley Municipal Water District,2030,1,12,#000080
124,Reuse from Applied Exterior Urban Water,Southern California,San Gorgonio Pass Water Agency,2030,1,12,#000080
125,Reuse from Applied Exterior Urban Water,Southern California,Ventura County Watershed Protection District,2030,1,12,#000080
126,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Folsom,2030,1,13,#00FF00
127,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Redding,2030,1,13,#00FF00
128,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Roseville,2030,1,13,#00FF00
129,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of West Sacramento,2030,1,13,#00FF00
130,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Yuba City,2030,1,13,#00FF00
131,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,1,13,#00FF00
132,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,1,13,#00FF00
133,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Placer County Water Agency,2030,1,13,#00FF00
134,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,1,13,#00FF00
135,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,San Juan Water District,2030,1,13,#00FF00
136,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Shasta Contractors,2030,1,13,#00FF00
137,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Solano County Water Agency,2030,1,13,#00FF00
138,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Avenal,2030,1,13,#00FF00
139,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Coalinga,2030,1,13,#00FF00
140,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Fresno,2030,1,13,#00FF00
141,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Huron,2030,1,13,#00FF00
142,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Lindsay,2030,1,13,#00FF00
143,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Orange Cove,2030,1,13,#00FF00
144,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Tracy,2030,1,13,#00FF00
145,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,1,13,#00FF00
146,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,1,13,#00FF00
147,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,1,13,#00FF00
148,Reuse from percolation from septic tanks,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,1,13,#00FF00
149,Reuse from percolation from septic tanks,San Francisco Bay Area,Alameda County Water District,2030,1,13,#00FF00
150,Reuse from percolation from septic tanks,San Francisco Bay Area,Contra Costa Water District,2030,1,13,#00FF00
151,Reuse from percolation from septic tanks,San Francisco Bay Area,East Bay Municipal Utilities District,2030,1,13,#00FF00
152,Reuse from percolation from septic tanks,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,1,13,#00FF00
153,Reuse from percolation from septic tanks,San Francisco Bay Area,Santa Clara Valley Water District,2030,1,13,#00FF00
154,Reuse from percolation from septic tanks,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,1,13,#00FF00
155,Reuse from percolation from septic tanks,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,1,13,#00FF00
156,Reuse from percolation from septic tanks,Southern California,Antelope Valley-East Kern Water Agency,2030,1,13,#00FF00
157,Reuse from percolation from septic tanks,Southern California,Santa Clarita Water Division,2030,1,13,#00FF00
158,Reuse from percolation from septic tanks,Southern California,Coachella Valley Water District,2030,1,13,#00FF00
159,Reuse from percolation from septic tanks,Southern California,Crestline-Lake Arrowhead Water Agency,2030,1,13,#00FF00
160,Reuse from percolation from septic tanks,Southern California,Desert Water Agency,2030,1,13,#00FF00
161,Reuse from percolation from septic tanks,Southern California,Metropolitan Water District of Southern California,2030,1,13,#00FF00
162,Reuse from percolation from septic tanks,Southern California,Mojave Water Agency,2030,1,13,#00FF00
163,Reuse from percolation from septic tanks,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,1,13,#00FF00
164,Reuse from percolation from septic tanks,Southern California,San Bernardino Valley Municipal Water District,2030,1,13,#00FF00
165,Reuse from percolation from septic tanks,Southern California,San Gabriel Valley Municipal Water District,2030,1,13,#00FF00
166,Reuse from percolation from septic tanks,Southern California,San Gorgonio Pass Water Agency,2030,1,13,#00FF00
167,Reuse from percolation from septic tanks,Southern California,Ventura County Watershed Protection District,2030,1,13,#00FF00
168,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Folsom,2035,1,12,#000080
169,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Redding,2035,1,12,#000080
170,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Roseville,2035,1,12,#000080
171,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of West Sacramento,2035,1,12,#000080
172,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Yuba City,2035,1,12,#000080
173,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,1,12,#000080
174,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,1,12,#000080
175,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Placer County Water Agency,2035,1,12,#000080
176,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,1,12,#000080
177,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,San Juan Water District,2035,1,12,#000080
178,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Shasta Contractors,2035,1,12,#000080
179,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Solano County Water Agency,2035,1,12,#000080
180,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Avenal,2035,1,12,#000080
181,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Coalinga,2035,1,12,#000080
182,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Fresno,2035,1,12,#000080
183,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Huron,2035,1,12,#000080
184,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Lindsay,2035,1,12,#000080
185,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Orange Cove,2035,1,12,#000080
186,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,City of Tracy,2035,1,12,#000080
187,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,1,12,#000080
188,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,1,12,#000080
189,Reuse from Applied Exterior Urban Water,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,1,12,#000080
190,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,1,12,#000080
191,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,Alameda County Water District,2035,1,12,#000080
192,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,Contra Costa Water District,2035,1,12,#000080
193,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,East Bay Municipal Utilities District,2035,1,12,#000080
194,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,1,12,#000080
195,Reuse from Applied Exterior Urban Water,San Francisco Bay Area,Santa Clara Valley Water District,2035,1,12,#000080
196,Reuse from Applied Exterior Urban Water,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,1,12,#000080
197,Reuse from Applied Exterior Urban Water,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,1,12,#000080
198,Reuse from Applied Exterior Urban Water,Southern California,Antelope Valley-East Kern Water Agency,2035,1,12,#000080
199,Reuse from Applied Exterior Urban Water,Southern California,Santa Clarita Water Division,2035,1,12,#000080
200,Reuse from Applied Exterior Urban Water,Southern California,Coachella Valley Water District,2035,1,12,#000080
201,Reuse from Applied Exterior Urban Water,Southern California,Crestline-Lake Arrowhead Water Agency,2035,1,12,#000080
202,Reuse from Applied Exterior Urban Water,Southern California,Desert Water Agency,2035,1,12,#000080
203,Reuse from Applied Exterior Urban Water,Southern California,Metropolitan Water District of Southern California,2035,1,12,#000080
204,Reuse from Applied Exterior Urban Water,Southern California,Mojave Water Agency,2035,1,12,#000080
205,Reuse from Applied Exterior Urban Water,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,1,12,#000080
206,Reuse from Applied Exterior Urban Water,Southern California,San Bernardino Valley Municipal Water District,2035,1,12,#000080
207,Reuse from Applied Exterior Urban Water,Southern California,San Gabriel Valley Municipal Water District,2035,1,12,#000080
208,Reuse from Applied Exterior Urban Water,Southern California,San Gorgonio Pass Water Agency,2035,1,12,#000080
209,Reuse from Applied Exterior Urban Water,Southern California,Ventura County Watershed Protection District,2035,1,12,#000080
210,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Folsom,2035,1,13,#00FF00
211,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Redding,2035,1,13,#00FF00
212,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of Roseville,2035,1,13,#00FF00
213,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,City of West Sacramento,2035,1,13,#00FF00
214,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Yuba City,2035,1,13,#00FF00
215,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,1,13,#00FF00
216,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,1,13,#00FF00
217,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Placer County Water Agency,2035,1,13,#00FF00
218,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,1,13,#00FF00
219,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,San Juan Water District,2035,1,13,#00FF00
220,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Shasta Contractors,2035,1,13,#00FF00
221,Reuse from percolation from septic tanks,Central Valley - Sacramento Valley,Solano County Water Agency,2035,1,13,#00FF00
222,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Avenal,2035,1,13,#00FF00
223,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Coalinga,2035,1,13,#00FF00
224,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Fresno,2035,1,13,#00FF00
225,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Huron,2035,1,13,#00FF00
226,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Lindsay,2035,1,13,#00FF00
227,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Orange Cove,2035,1,13,#00FF00
228,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,City of Tracy,2035,1,13,#00FF00
229,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,1,13,#00FF00
230,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,1,13,#00FF00
231,Reuse from percolation from septic tanks,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,1,13,#00FF00
232,Reuse from percolation from septic tanks,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,1,13,#00FF00
233,Reuse from percolation from septic tanks,San Francisco Bay Area,Alameda County Water District,2035,1,13,#00FF00
234,Reuse from percolation from septic tanks,San Francisco Bay Area,Contra Costa Water District,2035,1,13,#00FF00
235,Reuse from percolation from septic tanks,San Francisco Bay Area,East Bay Municipal Utilities District,2035,1,13,#00FF00
236,Reuse from percolation from septic tanks,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,1,13,#00FF00
237,Reuse from percolation from septic tanks,San Francisco Bay Area,Santa Clara Valley Water District,2035,1,13,#00FF00
238,Reuse from percolation from septic tanks,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,1,13,#00FF00
239,Reuse from percolation from septic tanks,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,1,13,#00FF00
240,Reuse from percolation from septic tanks,Southern California,Antelope Valley-East Kern Water Agency,2035,1,13,#00FF00
241,Reuse from percolation from septic tanks,Southern California,Santa Clarita Water Division,2035,1,13,#00FF00
242,Reuse from percolation from septic tanks,Southern California,Coachella Valley Water District,2035,1,13,#00FF00
243,Reuse from percolation from septic tanks,Southern California,Crestline-Lake Arrowhead Water Agency,2035,1,13,#00FF00
244,Reuse from percolation from septic tanks,Southern California,Desert Water Agency,2035,1,13,#00FF00
245,Reuse from percolation from septic tanks,Southern California,Metropolitan Water District of Southern California,2035,1,13,#00FF00
246,Reuse from percolation from septic tanks,Southern California,Mojave Water Agency,2035,1,13,#00FF00
247,Reuse from percolation from septic tanks,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,1,13,#00FF00
248,Reuse from percolation from septic tanks,Southern California,San Bernardino Valley Municipal Water District,2035,1,13,#00FF00
249,Reuse from percolation from septic tanks,Southern California,San Gabriel Valley Municipal Water District,2035,1,13,#00FF00
250,Reuse from percolation from septic tanks,Southern California,San Gorgonio Pass Water Agency,2035,1,13,#00FF00
251,Reuse from percolation from septic tanks,Southern California,Ventura County Watershed Protection District,2035,1,13,#00FF00
252,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Folsom,2040,1,12,#000080
253,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Redding,2040,1,12,#000080
254,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of Roseville,2040,1,12,#000080
255,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,City of West Sacramento,2040,1,12,#000080
256,Reuse from Applied Exterior Urban Water,Central Valley - Sacramento Valley,Yuba City,2040,1,12,#000080
