,Type,Study Region,Contractor,Year,Value,k_labels,colors
35,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Metropolitan Water District of Southern California,2025,5,4,#DFFF00
36,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Mojave Water Agency,2025,5,4,#DFFF00
37,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,5,4,#DFFF00
38,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Bernardino Valley Municipal Water District,2025,5,4,#DFFF00
39,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Gabriel Valley Municipal Water District,2025,5,4,#DFFF00
40,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Gorgonio Pass Water Agency,2025,5,4,#DFFF00
41,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Ventura County Watershed Protection District,2025,5,4,#DFFF00
42,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Folsom,2025,0.25,5,#6495ED
43,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Redding,2025,0.25,5,#6495ED
44,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Roseville,2025,0.25,5,#6495ED
45,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of West Sacramento,2025,0.25,5,#6495ED
46,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Yuba City,2025,0.25,5,#6495ED
47,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,0.25,5,#6495ED
48,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,0.25,5,#6495ED
49,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Placer County Water Agency,2025,0.25,5,#6495ED
50,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,0.25,5,#6495ED
51,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,San Juan Water District,2025,0.25,5,#6495ED
52,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Shasta Contractors,2025,0.25,5,#6495ED
53,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Solano County Water Agency,2025,0.25,5,#6495ED
54,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Avenal,2025,0.25,5,#6495ED
55,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Coalinga,2025,0.25,5,#6495ED
56,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Fresno,2025,0.25,5,#6495ED
57,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Huron,2025,0.25,5,#6495ED
58,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Lindsay,2025,0.25,5,#6495ED
59,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Orange Cove,2025,0.25,5,#6495ED
60,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Tracy,2025,0.25,5,#6495ED
61,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,0.25,5,#6495ED
62,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,0.25,5,#6495ED
63,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,0.25,5,#6495ED
64,Cost for publicity campaign ($/capita),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,0.25,5,#6495ED
65,Cost for publicity campaign ($/capita),San Francisco Bay Area,Alameda County Water District,2025,0.25,5,#6495ED
66,Cost for publicity campaign ($/capita),San Francisco Bay Area,Contra Costa Water District,2025,0.25,5,#6495ED
67,Cost for publicity campaign ($/capita),San Francisco Bay Area,East Bay Municipal Utilities District,2025,0.25,5,#6495ED
68,Cost for publicity campaign ($/capita),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,0.25,5,#6495ED
69,Cost for publicity campaign ($/capita),San Francisco Bay Area,Santa Clara Valley Water District,2025,0.25,5,#6495ED
70,Cost for publicity campaign ($/capita),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,0.25,5,#6495ED
71,Cost for publicity campaign ($/capita),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,0.25,5,#6495ED
72,Cost for publicity campaign ($/capita),Southern California,Antelope Valley-East Kern Water Agency,2025,0.25,5,#6495ED
73,Cost for publicity campaign ($/capita),Southern California,Santa Clarita Water Division,2025,0.25,5,#6495ED
74,Cost for publicity campaign ($/capita),Southern California,Coachella Valley Water District,2025,0.25,5,#6495ED
75,Cost for publicity campaign ($/capita),Southern California,Crestline-Lake Arrowhead Water Agency,2025,0.25,5,#6495ED
76,Cost for publicity campaign ($/capita),Southern California,Desert Water Agency,2025,0.25,5,#6495ED
77,Cost for publicity campaign ($/capita),Southern California,Metropolitan Water District of Southern California,2025,0.25,5,#6495ED
78,Cost for publicity campaign ($/capita),Southern California,Mojave Water Agency,2025,0.25,5,#6495ED
79,Cost for publicity campaign ($/capita),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,0.25,5,#6495ED
80,Cost for publicity campaign ($/capita),Southern California,San Bernardino Valley Municipal Water District,2025,0.25,5,#6495ED
81,Cost for publicity campaign ($/capita),Southern California,San Gabriel Valley Municipal Water District,2025,0.25,5,#6495ED
82,Cost for publicity campaign ($/capita),Southern California,San Gorgonio Pass Water Agency,2025,0.25,5,#6495ED
83,Cost for publicity campaign ($/capita),Southern California,Ventura County Watershed Protection District,2025,0.25,5,#6495ED
84,Population (thousands),Central Valley - Sacramento Valley,City of Folsom,2025,0.25,6,#CCCCFF
85,Population (thousands),Central Valley - Sacramento Valley,City of Redding,2025,0.25,6,#CCCCFF
86,Population (thousands),Central Valley - Sacramento Valley,City of Roseville,2025,0.25,6,#CCCCFF
87,Population (thousands),Central Valley - Sacramento Valley,City of West Sacramento,2025,0.25,6,#CCCCFF
88,Population (thousands),Central Valley - Sacramento Valley,Yuba City,2025,0.25,6,#CCCCFF
89,Population (thousands),Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,0.25,6,#CCCCFF
90,Population (thousands),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,0.25,6,#CCCCFF
91,Population (thousands),Central Valley - Sacramento Valley,Placer County Water Agency,2025,0.25,6,#CCCCFF
92,Population (thousands),Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,0.25,6,#CCCCFF
93,Population (thousands),Central Valley - Sacramento Valley,San Juan Water District,2025,0.25,6,#CCCCFF
94,Population (thousands),Central Valley - Sacramento Valley,Shasta Contractors,2025,0.25,6,#CCCCFF
95,Population (thousands),Central Valley - Sacramento Valley,Solano County Water Agency,2025,0.25,6,#CCCCFF
96,Population (thousands),Central Valley - San Joaquin Valley,City of Avenal,2025,0.25,6,#CCCCFF
97,Population (thousands),Central Valley - San Joaquin Valley,City of Coalinga,2025,0.25,6,#CCCCFF
98,Population (thousands),Central Valley - San Joaquin Valley,City of Fresno,2025,0.25,6,#CCCCFF
99,Population (thousands),Central Valley - San Joaquin Valley,City of Huron,2025,0.25,6,#CCCCFF
100,Population (thousands),Central Valley - San Joaquin Valley,City of Lindsay,2025,0.25,6,#CCCCFF
101,Population (thousands),Central Valley - San Joaquin Valley,City of Orange Cove,2025,0.25,6,#CCCCFF
102,Population (thousands),Central Valley - San Joaquin Valley,City of Tracy,2025,0.25,6,#CCCCFF
103,Population (thousands),Central Valley - San Joaquin Valley,Kern County Water Agency,2025,0.25,6,#CCCCFF
104,Population (thousands),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,0.25,6,#CCCCFF
105,Population (thousands),Central Valley - San Joaquin Valley,Stockton-East Water District,2025,0.25,6,#CCCCFF
106,Population (thousands),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,0.25,6,#CCCCFF
107,Population (thousands),San Francisco Bay Area,Alameda County Water District,2025,0.25,6,#CCCCFF
108,Population (thousands),San Francisco Bay Area,Contra Costa Water District,2025,0.25,6,#CCCCFF
109,Population (thousands),San Francisco Bay Area,East Bay Municipal Utilities District,2025,0.25,6,#CCCCFF
110,Population (thousands),San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,0.25,6,#CCCCFF
111,Population (thousands),San Francisco Bay Area,Santa Clara Valley Water District,2025,0.25,6,#CCCCFF
112,Population (thousands),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,0.25,6,#CCCCFF
113,Population (thousands),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,0.25,6,#CCCCFF
114,Population (thousands),Southern California,Antelope Valley-East Kern Water Agency,2025,0.25,6,#CCCCFF
115,Population (thousands),Southern California,Santa Clarita Water Division,2025,0.25,6,#CCCCFF
116,Population (thousands),Southern California,Coachella Valley Water District,2025,0.25,6,#CCCCFF
117,Population (thousands),Southern California,Crestline-Lake Arrowhead Water Agency,2025,0.25,6,#CCCCFF
118,Population (thousands),Southern California,Desert Water Agency,2025,0.25,6,#CCCCFF
119,Population (thousands),Southern California,Metropolitan Water District of Southern California,2025,0.25,6,#CCCCFF
120,Population (thousands),Southern California,Mojave Water Agency,2025,0.25,6,#CCCCFF
121,Population (thousands),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,0.25,6,#CCCCFF
122,Population (thousands),Southern California,San Bernardino Valley Municipal Water District,2025,0.25,6,#CCCCFF
123,Population (thousands),Southern California,San Gabriel Valley Municipal Water District,2025,0.25,6,#CCCCFF
124,Population (thousands),Southern California,San Gorgonio Pass Water Agency,2025,0.25,6,#CCCCFF
125,Population (thousands),Southern California,Ventura County Watershed Protection District,2025,0.25,6,#CCCCFF
126,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Folsom,2030,5,4,#DFFF00
127,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Redding,2030,5,4,#DFFF00
128,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of Roseville,2030,5,4,#DFFF00
129,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,City of West Sacramento,2030,5,4,#DFFF00
130,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Yuba City,2030,5,4,#DFFF00
131,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,5,4,#DFFF00
132,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,5,4,#DFFF00
133,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Placer County Water Agency,2030,5,4,#DFFF00
134,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,5,4,#DFFF00
135,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,San Juan Water District,2030,5,4,#DFFF00
136,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Shasta Contractors,2030,5,4,#DFFF00
137,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - Sacramento Valley,Solano County Water Agency,2030,5,4,#DFFF00
138,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Avenal,2030,5,4,#DFFF00
139,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Coalinga,2030,5,4,#DFFF00
140,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Fresno,2030,5,4,#DFFF00
141,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Huron,2030,5,4,#DFFF00
142,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Lindsay,2030,5,4,#DFFF00
143,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Orange Cove,2030,5,4,#DFFF00
144,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,City of Tracy,2030,5,4,#DFFF00
145,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Kern County Water Agency,2030,5,4,#DFFF00
146,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,5,4,#DFFF00
147,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Valley - San Joaquin Valley,Stockton-East Water District,2030,5,4,#DFFF00
148,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,5,4,#DFFF00
149,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Alameda County Water District,2030,5,4,#DFFF00
150,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Contra Costa Water District,2030,5,4,#DFFF00
151,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,East Bay Municipal Utilities District,2030,5,4,#DFFF00
152,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,5,4,#DFFF00
153,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),San Francisco Bay Area,Santa Clara Valley Water District,2030,5,4,#DFFF00
154,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,5,4,#DFFF00
155,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,5,4,#DFFF00
156,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Antelope Valley-East Kern Water Agency,2030,5,4,#DFFF00
157,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Santa Clarita Water Division,2030,5,4,#DFFF00
158,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Coachella Valley Water District,2030,5,4,#DFFF00
159,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Crestline-Lake Arrowhead Water Agency,2030,5,4,#DFFF00
160,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Desert Water Agency,2030,5,4,#DFFF00
161,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Metropolitan Water District of Southern California,2030,5,4,#DFFF00
162,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Mojave Water Agency,2030,5,4,#DFFF00
163,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,5,4,#DFFF00
164,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Bernardino Valley Municipal Water District,2030,5,4,#DFFF00
165,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Gabriel Valley Municipal Water District,2030,5,4,#DFFF00
166,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,San Gorgonio Pass Water Agency,2030,5,4,#DFFF00
167,Use reduction with contingency conservation campaign (% of total applied use <double check if it is total applied or net use>),Southern California,Ventura County Watershed Protection District,2030,5,4,#DFFF00
168,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Folsom,2030,0.25,5,#6495ED
169,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Redding,2030,0.25,5,#6495ED
170,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of Roseville,2030,0.25,5,#6495ED
171,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,City of West Sacramento,2030,0.25,5,#6495ED
172,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Yuba City,2030,0.25,5,#6495ED
173,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,0.25,5,#6495ED
174,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,0.25,5,#6495ED
175,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Placer County Water Agency,2030,0.25,5,#6495ED
176,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,0.25,5,#6495ED
177,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,San Juan Water District,2030,0.25,5,#6495ED
178,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Shasta Contractors,2030,0.25,5,#6495ED
179,Cost for publicity campaign ($/capita),Central Valley - Sacramento Valley,Solano County Water Agency,2030,0.25,5,#6495ED
180,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Avenal,2030,0.25,5,#6495ED
181,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Coalinga,2030,0.25,5,#6495ED
182,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Fresno,2030,0.25,5,#6495ED
183,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Huron,2030,0.25,5,#6495ED
184,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Lindsay,2030,0.25,5,#6495ED
185,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Orange Cove,2030,0.25,5,#6495ED
186,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,City of Tracy,2030,0.25,5,#6495ED
187,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Kern County Water Agency,2030,0.25,5,#6495ED
188,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,0.25,5,#6495ED
189,Cost for publicity campaign ($/capita),Central Valley - San Joaquin Valley,Stockton-East Water District,2030,0.25,5,#6495ED
190,Cost for publicity campaign ($/capita),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,0.25,5,#6495ED
191,Cost for publicity campaign ($/capita),San Francisco Bay Area,Alameda County Water District,2030,0.25,5,#6495ED
192,Cost for publicity campaign ($/capita),San Francisco Bay Area,Contra Costa Water District,2030,0.25,5,#6495ED
193,Cost for publicity campaign ($/capita),San Francisco Bay Area,East Bay Municipal Utilities District,2030,0.25,5,#6495ED
194,Cost for publicity campaign ($/capita),San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,0.25,5,#6495ED
195,Cost for publicity campaign ($/capita),San Francisco Bay Area,Santa Clara Valley Water District,2030,0.25,5,#6495ED
196,Cost for publicity campaign ($/capita),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,0.25,5,#6495ED
197,Cost for publicity campaign ($/capita),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,0.25,5,#6495ED
198,Cost for publicity campaign ($/capita),Southern California,Antelope Valley-East Kern Water Agency,2030,0.25,5,#6495ED
199,Cost for publicity campaign ($/capita),Southern California,Santa Clarita Water Division,2030,0.25,5,#6495ED
200,Cost for publicity campaign ($/capita),Southern California,Coachella Valley Water District,2030,0.25,5,#6495ED
201,Cost for publicity campaign ($/capita),Southern California,Crestline-Lake Arrowhead Water Agency,2030,0.25,5,#6495ED
202,Cost for publicity campaign ($/capita),Southern California,Desert Water Agency,2030,0.25,5,#6495ED
203,Cost for publicity campaign ($/capita),Southern California,Metropolitan Water District of Southern California,2030,0.25,5,#6495ED
204,Cost for publicity campaign ($/capita),Southern California,Mojave Water Agency,2030,0.25,5,#6495ED
205,Cost for publicity campaign ($/capita),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,0.25,5,#6495ED
206,Cost for publicity campaign ($/capita),Southern California,San Bernardino Valley Municipal Water District,2030,0.25,5,#6495ED
207,Cost for publicity campaign ($/capita),Southern California,San Gabriel Valley Municipal Water District,2030,0.25,5,#6495ED
208,Cost for publicity campaign ($/capita),Southern California,San Gorgonio Pass Water Agency,2030,0.25,5,#6495ED
209,Cost for publicity campaign ($/capita),Southern California,Ventura County Watershed Protection District,2030,0.25,5,#6495ED
210,Population (thousands),Central Valley - Sacramento Valley,City of Folsom,2030,0.25,6,#CCCCFF
211,Population (thousands),Central Valley - Sacramento Valley,City of Redding,2030,0.25,6,#CCCCFF
212,Population (thousands),Central Valley - Sacramento Valley,City of Roseville,2030,0.25,6,#CCCCFF
213,Population (thousands),Central Valley - Sacramento Valley,City of West Sacramento,2030,0.25,6,#CCCCFF
214,Population (thousands),Central Valley - Sacramento Valley,Yuba City,2030,0.25,6,#CCCCFF
215,Population (thousands),Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,0.25,6,#CCCCFF
216,Population (thousands),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,0.25,6,#CCCCFF
217,Population (thousands),Central Valley - Sacramento Valley,Placer County Water Agency,2030,0.25,6,#CCCCFF
218,Population (thousands),Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,0.25,6,#CCCCFF
219,Population (thousands),Central Valley - Sacramento Valley,San Juan Water District,2030,0.25,6,#CCCCFF
220,Population (thousands),Central Valley - Sacramento Valley,Shasta Contractors,2030,0.25,6,#CCCCFF
221,Population (thousands),Central Valley - Sacramento Valley,Solano County Water Agency,2030,0.25,6,#CCCCFF
222,Population (thousands),Central Valley - San Joaquin Valley,City of Avenal,2030,0.25,6,#CCCCFF
223,Population (thousands),Central Valley - San Joaquin Valley,City of Coalinga,2030,0.25,6,#CCCCFF
