,Type,Study Region,Contractor,Year,Value,k_labels,colors
37,Inter-agency transfers (urban to urban),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,5,14,#800000
38,Inter-agency transfers (urban to urban),Southern California,San Bernardino Valley Municipal Water District,2025,5,14,#800000
39,Inter-agency transfers (urban to urban),Southern California,San Gabriel Valley Municipal Water District,2025,5,14,#800000
40,Inter-agency transfers (urban to urban),Southern California,San Gorgonio Pass Water Agency,2025,5,14,#800000
41,Inter-agency transfers (urban to urban),Southern California,Ventura County Watershed Protection District,2025,5,14,#800000
42,Ag to Urban,Central Valley - Sacramento Valley,City of Folsom,2025,0.25,15,#C0C0C0
43,Ag to Urban,Central Valley - Sacramento Valley,City of Redding,2025,0.25,15,#C0C0C0
44,Ag to Urban,Central Valley - Sacramento Valley,City of Roseville,2025,0.25,15,#C0C0C0
45,Ag to Urban,Central Valley - Sacramento Valley,City of West Sacramento,2025,0.25,15,#C0C0C0
46,Ag to Urban,Central Valley - Sacramento Valley,Yuba City,2025,0.25,15,#C0C0C0
47,Ag to Urban,Central Valley - Sacramento Valley,El Dorado Irrigation District,2025,0.25,15,#C0C0C0
48,Ag to Urban,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2025,0.25,15,#C0C0C0
49,Ag to Urban,Central Valley - Sacramento Valley,Placer County Water Agency,2025,0.25,15,#C0C0C0
50,Ag to Urban,Central Valley - Sacramento Valley,Sacramento County Water Agency,2025,0.25,15,#C0C0C0
51,Ag to Urban,Central Valley - Sacramento Valley,San Juan Water District,2025,0.25,15,#C0C0C0
52,Ag to Urban,Central Valley - Sacramento Valley,Shasta Contractors,2025,0.25,15,#C0C0C0
53,Ag to Urban,Central Valley - Sacramento Valley,Solano County Water Agency,2025,0.25,15,#C0C0C0
54,Ag to Urban,Central Valley - San Joaquin Valley,City of Avenal,2025,0.25,15,#C0C0C0
55,Ag to Urban,Central Valley - San Joaquin Valley,City of Coalinga,2025,0.25,15,#C0C0C0
56,Ag to Urban,Central Valley - San Joaquin Valley,City of Fresno,2025,0.25,15,#C0C0C0
57,Ag to Urban,Central Valley - San Joaquin Valley,City of Huron,2025,0.25,15,#C0C0C0
58,Ag to Urban,Central Valley - San Joaquin Valley,City of Lindsay,2025,0.25,15,#C0C0C0
59,Ag to Urban,Central Valley - San Joaquin Valley,City of Orange Cove,2025,0.25,15,#C0C0C0
60,Ag to Urban,Central Valley - San Joaquin Valley,City of Tracy,2025,0.25,15,#C0C0C0
61,Ag to Urban,Central Valley - San Joaquin Valley,Kern County Water Agency,2025,0.25,15,#C0C0C0
62,Ag to Urban,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2025,0.25,15,#C0C0C0
63,Ag to Urban,Central Valley - San Joaquin Valley,Stockton-East Water District,2025,0.25,15,#C0C0C0
64,Ag to Urban,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2025,0.25,15,#C0C0C0
65,Ag to Urban,San Francisco Bay Area,Alameda County Water District,2025,0.25,15,#C0C0C0
66,Ag to Urban,San Francisco Bay Area,Contra Costa Water District,2025,0.25,15,#C0C0C0
67,Ag to Urban,San Francisco Bay Area,East Bay Municipal Utilities District,2025,0.25,15,#C0C0C0
68,Ag to Urban,San Francisco Bay Area,"San Benito County Water District, Zone 6",2025,0.25,15,#C0C0C0
69,Ag to Urban,San Francisco Bay Area,Santa Clara Valley Water District,2025,0.25,15,#C0C0C0
70,Ag to Urban,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2025,0.25,15,#C0C0C0
71,Ag to Urban,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2025,0.25,15,#C0C0C0
72,Ag to Urban,Southern California,Antelope Valley-East Kern Water Agency,2025,0.25,15,#C0C0C0
73,Ag to Urban,Southern California,Santa Clarita Water Division,2025,0.25,15,#C0C0C0
74,Ag to Urban,Southern California,Coachella Valley Water District,2025,0.25,15,#C0C0C0
75,Ag to Urban,Southern California,Crestline-Lake Arrowhead Water Agency,2025,0.25,15,#C0C0C0
76,Ag to Urban,Southern California,Desert Water Agency,2025,0.25,15,#C0C0C0
77,Ag to Urban,Southern California,Metropolitan Water District of Southern California,2025,0.25,15,#C0C0C0
78,Ag to Urban,Southern California,Mojave Water Agency,2025,0.25,15,#C0C0C0
79,Ag to Urban,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2025,0.25,15,#C0C0C0
80,Ag to Urban,Southern California,San Bernardino Valley Municipal Water District,2025,0.25,15,#C0C0C0
81,Ag to Urban,Southern California,San Gabriel Valley Municipal Water District,2025,0.25,15,#C0C0C0
82,Ag to Urban,Southern California,San Gorgonio Pass Water Agency,2025,0.25,15,#C0C0C0
83,Ag to Urban,Southern California,Ventura County Watershed Protection District,2025,0.25,15,#C0C0C0
84,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Folsom,2030,5,14,#800000
85,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Redding,2030,5,14,#800000
86,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Roseville,2030,5,14,#800000
87,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of West Sacramento,2030,5,14,#800000
88,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Yuba City,2030,5,14,#800000
89,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,5,14,#800000
90,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,5,14,#800000
91,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Placer County Water Agency,2030,5,14,#800000
92,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,5,14,#800000
93,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,San Juan Water District,2030,5,14,#800000
94,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Shasta Contractors,2030,5,14,#800000
95,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Solano County Water Agency,2030,5,14,#800000
96,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Avenal,2030,5,14,#800000
97,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Coalinga,2030,5,14,#800000
98,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Fresno,2030,5,14,#800000
99,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Huron,2030,5,14,#800000
100,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Lindsay,2030,5,14,#800000
101,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Orange Cove,2030,5,14,#800000
102,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Tracy,2030,5,14,#800000
103,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,Kern County Water Agency,2030,5,14,#800000
104,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,5,14,#800000
105,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,Stockton-East Water District,2030,5,14,#800000
106,Inter-agency transfers (urban to urban),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,5,14,#800000
107,Inter-agency transfers (urban to urban),San Francisco Bay Area,Alameda County Water District,2030,5,14,#800000
108,Inter-agency transfers (urban to urban),San Francisco Bay Area,Contra Costa Water District,2030,5,14,#800000
109,Inter-agency transfers (urban to urban),San Francisco Bay Area,East Bay Municipal Utilities District,2030,5,14,#800000
110,Inter-agency transfers (urban to urban),San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,5,14,#800000
111,Inter-agency transfers (urban to urban),San Francisco Bay Area,Santa Clara Valley Water District,2030,5,14,#800000
112,Inter-agency transfers (urban to urban),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,5,14,#800000
113,Inter-agency transfers (urban to urban),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,5,14,#800000
114,Inter-agency transfers (urban to urban),Southern California,Antelope Valley-East Kern Water Agency,2030,5,14,#800000
115,Inter-agency transfers (urban to urban),Southern California,Santa Clarita Water Division,2030,5,14,#800000
116,Inter-agency transfers (urban to urban),Southern California,Coachella Valley Water District,2030,5,14,#800000
117,Inter-agency transfers (urban to urban),Southern California,Crestline-Lake Arrowhead Water Agency,2030,5,14,#800000
118,Inter-agency transfers (urban to urban),Southern California,Desert Water Agency,2030,5,14,#800000
119,Inter-agency transfers (urban to urban),Southern California,Metropolitan Water District of Southern California,2030,5,14,#800000
120,Inter-agency transfers (urban to urban),Southern California,Mojave Water Agency,2030,5,14,#800000
121,Inter-agency transfers (urban to urban),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,5,14,#800000
122,Inter-agency transfers (urban to urban),Southern California,San Bernardino Valley Municipal Water District,2030,5,14,#800000
123,Inter-agency transfers (urban to urban),Southern California,San Gabriel Valley Municipal Water District,2030,5,14,#800000
124,Inter-agency transfers (urban to urban),Southern California,San Gorgonio Pass Water Agency,2030,5,14,#800000
125,Inter-agency transfers (urban to urban),Southern California,Ventura County Watershed Protection District,2030,5,14,#800000
126,Ag to Urban,Central Valley - Sacramento Valley,City of Folsom,2030,0.25,15,#C0C0C0
127,Ag to Urban,Central Valley - Sacramento Valley,City of Redding,2030,0.25,15,#C0C0C0
128,Ag to Urban,Central Valley - Sacramento Valley,City of Roseville,2030,0.25,15,#C0C0C0
129,Ag to Urban,Central Valley - Sacramento Valley,City of West Sacramento,2030,0.25,15,#C0C0C0
130,Ag to Urban,Central Valley - Sacramento Valley,Yuba City,2030,0.25,15,#C0C0C0
131,Ag to Urban,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,0.25,15,#C0C0C0
132,Ag to Urban,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,0.25,15,#C0C0C0
133,Ag to Urban,Central Valley - Sacramento Valley,Placer County Water Agency,2030,0.25,15,#C0C0C0
134,Ag to Urban,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,0.25,15,#C0C0C0
135,Ag to Urban,Central Valley - Sacramento Valley,San Juan Water District,2030,0.25,15,#C0C0C0
136,Ag to Urban,Central Valley - Sacramento Valley,Shasta Contractors,2030,0.25,15,#C0C0C0
137,Ag to Urban,Central Valley - Sacramento Valley,Solano County Water Agency,2030,0.25,15,#C0C0C0
138,Ag to Urban,Central Valley - San Joaquin Valley,City of Avenal,2030,0.25,15,#C0C0C0
139,Ag to Urban,Central Valley - San Joaquin Valley,City of Coalinga,2030,0.25,15,#C0C0C0
140,Ag to Urban,Central Valley - San Joaquin Valley,City of Fresno,2030,0.25,15,#C0C0C0
141,Ag to Urban,Central Valley - San Joaquin Valley,City of Huron,2030,0.25,15,#C0C0C0
142,Ag to Urban,Central Valley - San Joaquin Valley,City of Lindsay,2030,0.25,15,#C0C0C0
143,Ag to Urban,Central Valley - San Joaquin Valley,City of Orange Cove,2030,0.25,15,#C0C0C0
144,Ag to Urban,Central Valley - San Joaquin Valley,City of Tracy,2030,0.25,15,#C0C0C0
145,Ag to Urban,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,0.25,15,#C0C0C0
146,Ag to Urban,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,0.25,15,#C0C0C0
147,Ag to Urban,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,0.25,15,#C0C0C0
148,Ag to Urban,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,0.25,15,#C0C0C0
149,Ag to Urban,San Francisco Bay Area,Alameda County Water District,2030,0.25,15,#C0C0C0
150,Ag to Urban,San Francisco Bay Area,Contra Costa Water District,2030,0.25,15,#C0C0C0
151,Ag to Urban,San Francisco Bay Area,East Bay Municipal Utilities District,2030,0.25,15,#C0C0C0
152,Ag to Urban,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,0.25,15,#C0C0C0
153,Ag to Urban,San Francisco Bay Area,Santa Clara Valley Water District,2030,0.25,15,#C0C0C0
154,Ag to Urban,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,0.25,15,#C0C0C0
155,Ag to Urban,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,0.25,15,#C0C0C0
156,Ag to Urban,Southern California,Antelope Valley-East Kern Water Agency,2030,0.25,15,#C0C0C0
157,Ag to Urban,Southern California,Santa Clarita Water Division,2030,0.25,15,#C0C0C0
158,Ag to Urban,Southern California,Coachella Valley Water District,2030,0.25,15,#C0C0C0
159,Ag to Urban,Southern California,Crestline-Lake Arrowhead Water Agency,2030,0.25,15,#C0C0C0
160,Ag to Urban,Southern California,Desert Water Agency,2030,0.25,15,#C0C0C0
161,Ag to Urban,Southern California,Metropolitan Water District of Southern California,2030,0.25,15,#C0C0C0
162,Ag to Urban,Southern California,Mojave Water Agency,2030,0.25,15,#C0C0C0
163,Ag to Urban,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,0.25,15,#C0C0C0
164,Ag to Urban,Southern California,San Bernardino Valley Municipal Water District,2030,0.25,15,#C0C0C0
165,Ag to Urban,Southern California,San Gabriel Valley Municipal Water District,2030,0.25,15,#C0C0C0
166,Ag to Urban,Southern California,San Gorgonio Pass Water Agency,2030,0.25,15,#C0C0C0
167,Ag to Urban,Southern California,Ventura County Watershed Protection District,2030,0.25,15,#C0C0C0
168,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Folsom,2035,5,14,#800000
169,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Redding,2035,5,14,#800000
170,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Roseville,2035,5,14,#800000
171,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of West Sacramento,2035,5,14,#800000
172,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Yuba City,2035,5,14,#800000
173,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,5,14,#800000
174,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,5,14,#800000
175,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Placer County Water Agency,2035,5,14,#800000
176,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,5,14,#800000
177,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,San Juan Water District,2035,5,14,#800000
178,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Shasta Contractors,2035,5,14,#800000
179,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Solano County Water Agency,2035,5,14,#800000
180,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Avenal,2035,5,14,#800000
181,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Coalinga,2035,5,14,#800000
182,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Fresno,2035,5,14,#800000
183,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Huron,2035,5,14,#800000
184,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Lindsay,2035,5,14,#800000
185,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Orange Cove,2035,5,14,#800000
186,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Tracy,2035,5,14,#800000
187,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,Kern County Water Agency,2035,5,14,#800000
188,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,5,14,#800000
189,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,Stockton-East Water District,2035,5,14,#800000
190,Inter-agency transfers (urban to urban),San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,5,14,#800000
191,Inter-agency transfers (urban to urban),San Francisco Bay Area,Alameda County Water District,2035,5,14,#800000
192,Inter-agency transfers (urban to urban),San Francisco Bay Area,Contra Costa Water District,2035,5,14,#800000
193,Inter-agency transfers (urban to urban),San Francisco Bay Area,East Bay Municipal Utilities District,2035,5,14,#800000
194,Inter-agency transfers (urban to urban),San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,5,14,#800000
195,Inter-agency transfers (urban to urban),San Francisco Bay Area,Santa Clara Valley Water District,2035,5,14,#800000
196,Inter-agency transfers (urban to urban),Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,5,14,#800000
197,Inter-agency transfers (urban to urban),Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,5,14,#800000
198,Inter-agency transfers (urban to urban),Southern California,Antelope Valley-East Kern Water Agency,2035,5,14,#800000
199,Inter-agency transfers (urban to urban),Southern California,Santa Clarita Water Division,2035,5,14,#800000
200,Inter-agency transfers (urban to urban),Southern California,Coachella Valley Water District,2035,5,14,#800000
201,Inter-agency transfers (urban to urban),Southern California,Crestline-Lake Arrowhead Water Agency,2035,5,14,#800000
202,Inter-agency transfers (urban to urban),Southern California,Desert Water Agency,2035,5,14,#800000
203,Inter-agency transfers (urban to urban),Southern California,Metropolitan Water District of Southern California,2035,5,14,#800000
204,Inter-agency transfers (urban to urban),Southern California,Mojave Water Agency,2035,5,14,#800000
205,Inter-agency transfers (urban to urban),Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,5,14,#800000
206,Inter-agency transfers (urban to urban),Southern California,San Bernardino Valley Municipal Water District,2035,5,14,#800000
207,Inter-agency transfers (urban to urban),Southern California,San Gabriel Valley Municipal Water District,2035,5,14,#800000
208,Inter-agency transfers (urban to urban),Southern California,San Gorgonio Pass Water Agency,2035,5,14,#800000
209,Inter-agency transfers (urban to urban),Southern California,Ventura County Watershed Protection District,2035,5,14,#800000
210,Ag to Urban,Central Valley - Sacramento Valley,City of Folsom,2035,0.25,15,#C0C0C0
211,Ag to Urban,Central Valley - Sacramento Valley,City of Redding,2035,0.25,15,#C0C0C0
212,Ag to Urban,Central Valley - Sacramento Valley,City of Roseville,2035,0.25,15,#C0C0C0
213,Ag to Urban,Central Valley - Sacramento Valley,City of West Sacramento,2035,0.25,15,#C0C0C0
214,Ag to Urban,Central Valley - Sacramento Valley,Yuba City,2035,0.25,15,#C0C0C0
215,Ag to Urban,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,0.25,15,#C0C0C0
216,Ag to Urban,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,0.25,15,#C0C0C0
217,Ag to Urban,Central Valley - Sacramento Valley,Placer County Water Agency,2035,0.25,15,#C0C0C0
218,Ag to Urban,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,0.25,15,#C0C0C0
219,Ag to Urban,Central Valley - Sacramento Valley,San Juan Water District,2035,0.25,15,#C0C0C0
220,Ag to Urban,Central Valley - Sacramento Valley,Shasta Contractors,2035,0.25,15,#C0C0C0
221,Ag to Urban,Central Valley - Sacramento Valley,Solano County Water Agency,2035,0.25,15,#C0C0C0
222,Ag to Urban,Central Valley - San Joaquin Valley,City of Avenal,2035,0.25,15,#C0C0C0
223,Ag to Urban,Central Valley - San Joaquin Valley,City of Coalinga,2035,0.25,15,#C0C0C0
224,Ag to Urban,Central Valley - San Joaquin Valley,City of Fresno,2035,0.25,15,#C0C0C0
225,Ag to Urban,Central Valley - San Joaquin Valley,City of Huron,2035,0.25,15,#C0C0C0
226,Ag to Urban,Central Valley - San Joaquin Valley,City of Lindsay,2035,0.25,15,#C0C0C0
227,Ag to Urban,Central Valley - San Joaquin Valley,City of Orange Cove,2035,0.25,15,#C0C0C0
228,Ag to Urban,Central Valley - San Joaquin Valley,City of Tracy,2035,0.25,15,#C0C0C0
229,Ag to Urban,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,0.25,15,#C0C0C0
230,Ag to Urban,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,0.25,15,#C0C0C0
231,Ag to Urban,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,0.25,15,#C0C0C0
232,Ag to Urban,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,0.25,15,#C0C0C0
233,Ag to Urban,San Francisco Bay Area,Alameda County Water District,2035,0.25,15,#C0C0C0
234,Ag to Urban,San Francisco Bay Area,Contra Costa Water District,2035,0.25,15,#C0C0C0
235,Ag to Urban,San Francisco Bay Area,East Bay Municipal Utilities District,2035,0.25,15,#C0C0C0
236,Ag to Urban,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,0.25,15,#C0C0C0
237,Ag to Urban,San Francisco Bay Area,Santa Clara Valley Water District,2035,0.25,15,#C0C0C0
238,Ag to Urban,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,0.25,15,#C0C0C0
239,Ag to Urban,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,0.25,15,#C0C0C0
240,Ag to Urban,Southern California,Antelope Valley-East Kern Water Agency,2035,0.25,15,#C0C0C0
241,Ag to Urban,Southern California,Santa Clarita Water Division,2035,0.25,15,#C0C0C0
242,Ag to Urban,Southern California,Coachella Valley Water District,2035,0.25,15,#C0C0C0
243,Ag to Urban,Southern California,Crestline-Lake Arrowhead Water Agency,2035,0.25,15,#C0C0C0
244,Ag to Urban,Southern California,Desert Water Agency,2035,0.25,15,#C0C0C0
245,Ag to Urban,Southern California,Metropolitan Water District of Southern California,2035,0.25,15,#C0C0C0
246,Ag to Urban,Southern California,Mojave Water Agency,2035,0.25,15,#C0C0C0
247,Ag to Urban,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,0.25,15,#C0C0C0
248,Ag to Urban,Southern California,San Bernardino Valley Municipal Water District,2035,0.25,15,#C0C0C0
249,Ag to Urban,Southern California,San Gabriel Valley Municipal Water District,2035,0.25,15,#C0C0C0
250,Ag to Urban,Southern California,San Gorgonio Pass Water Agency,2035,0.25,15,#C0C0C0
251,Ag to Urban,Southern California,Ventura County Watershed Protection District,2035,0.25,15,#C0C0C0
252,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Folsom,2040,5,14,#800000
253,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Redding,2040,5,14,#800000
254,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of Roseville,2040,5,14,#800000
255,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,City of West Sacramento,2040,5,14,#800000
256,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Yuba City,2040,5,14,#800000
257,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,5,14,#800000
258,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,5,14,#800000
259,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Placer County Water Agency,2040,5,14,#800000
260,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,5,14,#800000
261,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,San Juan Water District,2040,5,14,#800000
262,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Shasta Contractors,2040,5,14,#800000
263,Inter-agency transfers (urban to urban),Central Valley - Sacramento Valley,Solano County Water Agency,2040,5,14,#800000
264,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Avenal,2040,5,14,#800000
265,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Coalinga,2040,5,14,#800000
266,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Fresno,2040,5,14,#800000
267,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Huron,2040,5,14,#800000
268,Inter-agency transfers (urban to urban),Central Valley - San Joaquin Valley,City of Lindsay,2040,5,14,#800000
