Variable,Contractor,2025,2030,2035,2040,2045,Notes
Groundwater Supply Cost ($),Santa Clara Valley Water District,0,0,0,0,0,
Groundwater Supply Cost ($),San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater Supply Cost ($),Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Groundwater Supply Cost ($),Antelope Valley-East Kern Water Agency,0,0,0,0,0,
Groundwater Supply Cost ($),Santa Clarita Water Division,0,0,0,0,0,
Groundwater Supply Cost ($),Coachella Valley Water District,0,0,0,0,0,
Groundwater Supply Cost ($),Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Groundwater Supply Cost ($),Desert Water Agency,0,0,0,0,0,
Groundwater Supply Cost ($),Metropolitan Water District of Southern California,0,0,0,0,0,
Groundwater Supply Cost ($),Mojave Water Agency,0,0,0,0,0,
Groundwater Supply Cost ($),Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Groundwater Supply Cost ($),San Bernardino Valley Municipal Water District,0,0,0,0,0,
Groundwater Supply Cost ($),San Gabriel Valley Municipal Water District,0,0,0,0,0,
Groundwater Supply Cost ($),San Gorgonio Pass Water Agency,0,0,0,0,0,
Groundwater Supply Cost ($),Ventura County Watershed Protection District,0,0,0,0,0,
Desalination Supply Cost ($),Butte County,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Folsom,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Redding,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Roseville,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of West Sacramento,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Yuba City,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),El Dorado Irrigation District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Napa County Flood Control & Water Conservation District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Placer County Water Agency,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Sacramento County Water Agency,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),San Juan Water District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Shasta Contractors,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Solano County Water Agency,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Avenal,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Coalinga,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Fresno,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Huron,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Lindsay,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Orange Cove,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),City of Tracy,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Kern County Water Agency Improvement District No 4,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Other Friant-Kern M&I Contractors,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Stockton-East Water District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),"Alameda County Flood Control and Water Conservation District, Zone 7",2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Alameda County Water District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Contra Costa Water District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),East Bay Municipal Utilities District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),"San Benito County Water District, Zone 6",2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Santa Clara Valley Water District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),San Luis Obispo County Flood Control & Water Conservation District,2475.112928,2964.656023,3136.16899,3317.604424,3451.931438,
Desalination Supply Cost ($),Santa Barbara County Flood Control & Water Conservation District,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Antelope Valley-East Kern Water Agency,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Santa Clarita Water Division,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Coachella Valley Water District,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Crestline-Lake Arrowhead Water Agency,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Desert Water Agency,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Metropolitan Water District of Southern California,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Mojave Water Agency,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Palmdale Water District & Littlerock Creek Irrigation District,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),San Bernardino Valley Municipal Water District,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),San Gabriel Valley Municipal Water District,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),San Gorgonio Pass Water Agency,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Desalination Supply Cost ($),Ventura County Watershed Protection District,2296.73436,2604.054159,2783.844266,2976.04751,3096.678584,
Recycled Supply Cost ($),Butte County,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Folsom,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Redding,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Roseville,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of West Sacramento,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Yuba City,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),El Dorado Irrigation District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Napa County Flood Control & Water Conservation District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Placer County Water Agency,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Sacramento County Water Agency,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),San Juan Water District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Shasta Contractors,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Solano County Water Agency,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Avenal,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Coalinga,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Fresno,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Huron,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Lindsay,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Orange Cove,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),City of Tracy,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Kern County Water Agency Improvement District No 4,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Other Friant-Kern M&I Contractors,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Stockton-East Water District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),"Alameda County Flood Control and Water Conservation District, Zone 7",1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Alameda County Water District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Contra Costa Water District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),East Bay Municipal Utilities District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),"San Benito County Water District, Zone 6",1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Santa Clara Valley Water District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),San Luis Obispo County Flood Control & Water Conservation District,1985.367494,2378.045718,2515.621772,2661.156955,2768.904962,
Recycled Supply Cost ($),Santa Barbara County Flood Control & Water Conservation District,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Antelope Valley-East Kern Water Agency,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Santa Clarita Water Division,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Coachella Valley Water District,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Crestline-Lake Arrowhead Water Agency,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Desert Water Agency,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Metropolitan Water District of Southern California,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Mojave Water Agency,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Palmdale Water District & Littlerock Creek Irrigation District,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),San Bernardino Valley Municipal Water District,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),San Gabriel Valley Municipal Water District,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),San Gorgonio Pass Water Agency,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Recycled Supply Cost ($),Ventura County Watershed Protection District,1842.284322,2088.795393,2233.010806,2387.183195,2483.94525,
Potable Reuse Supply Cost ($),Butte County,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Folsom,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Redding,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Roseville,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of West Sacramento,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Yuba City,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),El Dorado Irrigation District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Napa County Flood Control & Water Conservation District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Placer County Water Agency,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Sacramento County Water Agency,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),San Juan Water District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Shasta Contractors,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Solano County Water Agency,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Avenal,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Coalinga,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Fresno,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Huron,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Lindsay,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Orange Cove,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),City of Tracy,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Kern County Water Agency Improvement District No 4,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Other Friant-Kern M&I Contractors,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Stockton-East Water District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),"Alameda County Flood Control and Water Conservation District, Zone 7",2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Alameda County Water District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Contra Costa Water District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),East Bay Municipal Utilities District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),"San Benito County Water District, Zone 6",2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Santa Clara Valley Water District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),San Luis Obispo County Flood Control & Water Conservation District,2255.6,2419.338152,2897.849768,3065.497822,3242.844747,
Potable Reuse Supply Cost ($),Santa Barbara County Flood Control & Water Conservation District,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Antelope Valley-East Kern Water Agency,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Santa Clarita Water Division,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Coachella Valley Water District,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Crestline-Lake Arrowhead Water Agency,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Desert Water Agency,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Metropolitan Water District of Southern California,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Mojave Water Agency,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Palmdale Water District & Littlerock Creek Irrigation District,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),San Bernardino Valley Municipal Water District,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),San Gabriel Valley Municipal Water District,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),San Gorgonio Pass Water Agency,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Potable Reuse Supply Cost ($),Ventura County Watershed Protection District,2255.6,2244.979209,2545.373791,2721.112466,2908.984557,
Transfers and Exchanges Supply Cost ($),Butte County,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Folsom,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Redding,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Roseville,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of West Sacramento,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Yuba City,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),El Dorado Irrigation District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Placer County Water Agency,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Sacramento County Water Agency,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),San Juan Water District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Shasta Contractors,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Solano County Water Agency,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Avenal,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Coalinga,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Fresno,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Huron,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Lindsay,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Orange Cove,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),City of Tracy,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Kern County Water Agency Improvement District No 4,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Other Friant-Kern M&I Contractors,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Stockton-East Water District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),"Alameda County Flood Control and Water Conservation District, Zone 7",0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Alameda County Water District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Contra Costa Water District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),East Bay Municipal Utilities District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),"San Benito County Water District, Zone 6",0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Santa Clara Valley Water District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Antelope Valley-East Kern Water Agency,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Santa Clarita Water Division,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Coachella Valley Water District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Desert Water Agency,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Metropolitan Water District of Southern California,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Mojave Water Agency,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),San Bernardino Valley Municipal Water District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),San Gabriel Valley Municipal Water District,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),San Gorgonio Pass Water Agency,0,0,0,0,0,
Transfers and Exchanges Supply Cost ($),Ventura County Watershed Protection District,0,0,0,0,0,
Other Supply Cost ($),Butte County,0,0,0,0,0,
Other Supply Cost ($),City of Folsom,0,0,0,0,0,
Other Supply Cost ($),City of Redding,0,0,0,0,0,
Other Supply Cost ($),City of Roseville,0,0,0,0,0,
Other Supply Cost ($),City of West Sacramento,0,0,0,0,0,
Other Supply Cost ($),Yuba City,0,0,0,0,0,
Other Supply Cost ($),El Dorado Irrigation District,0,0,0,0,0,
Other Supply Cost ($),Napa County Flood Control & Water Conservation District,0,0,0,0,0,
Other Supply Cost ($),Placer County Water Agency,0,0,0,0,0,
Other Supply Cost ($),Sacramento County Water Agency,0,0,0,0,0,
Other Supply Cost ($),San Juan Water District,0,0,0,0,0,
Other Supply Cost ($),Shasta Contractors,0,0,0,0,0,
Other Supply Cost ($),Solano County Water Agency,0,0,0,0,0,
Other Supply Cost ($),City of Avenal,0,0,0,0,0,
Other Supply Cost ($),City of Coalinga,0,0,0,0,0,
Other Supply Cost ($),City of Fresno,0,0,0,0,0,
Other Supply Cost ($),City of Huron,0,0,0,0,0,
Other Supply Cost ($),City of Lindsay,0,0,0,0,0,
Other Supply Cost ($),City of Orange Cove,0,0,0,0,0,
Other Supply Cost ($),City of Tracy,0,0,0,0,0,
Other Supply Cost ($),Kern County Water Agency Improvement District No 4,0,0,0,0,0,
Other Supply Cost ($),Other Friant-Kern M&I Contractors,0,0,0,0,0,
Other Supply Cost ($),Stockton-East Water District,0,0,0,0,0,
Other Supply Cost ($),"Alameda County Flood Control and Water Conservation District, Zone 7",0,0,0,0,0,
Other Supply Cost ($),Alameda County Water District,0,0,0,0,0,
Other Supply Cost ($),Contra Costa Water District,0,0,0,0,0,
Other Supply Cost ($),East Bay Municipal Utilities District,0,0,0,0,0,
Other Supply Cost ($),"San Benito County Water District, Zone 6",0,0,0,0,0,
Other Supply Cost ($),Santa Clara Valley Water District,0,0,0,0,0,
Other Supply Cost ($),San Luis Obispo County Flood Control & Water Conservation District,0,0,0,0,0,
Other Supply Cost ($),Santa Barbara County Flood Control & Water Conservation District,0,0,0,0,0,
Other Supply Cost ($),Antelope Valley-East Kern Water Agency,0,0,0,0,0,
Other Supply Cost ($),Santa Clarita Water Division,0,0,0,0,0,
Other Supply Cost ($),Coachella Valley Water District,0,0,0,0,0,
Other Supply Cost ($),Crestline-Lake Arrowhead Water Agency,0,0,0,0,0,
Other Supply Cost ($),Desert Water Agency,0,0,0,0,0,
Other Supply Cost ($),Metropolitan Water District of Southern California,0,0,0,0,0,
Other Supply Cost ($),Mojave Water Agency,0,0,0,0,0,
Other Supply Cost ($),Palmdale Water District & Littlerock Creek Irrigation District,0,0,0,0,0,
Other Supply Cost ($),San Bernardino Valley Municipal Water District,0,0,0,0,0,
Other Supply Cost ($),San Gabriel Valley Municipal Water District,0,0,0,0,0,
Other Supply Cost ($),San Gorgonio Pass Water Agency,0,0,0,0,0,
Other Supply Cost ($),Ventura County Watershed Protection District,0,0,0,0,0,
Additional Conservation Cost ($),Butte County,0,0,0,0,0,
Additional Conservation Cost ($),City of Folsom,0,0,0,0,0,
