,Type,Study Region,Contractor,Year,Value,k_labels,colors
117,Local Carryover,Southern California,Crestline-Lake Arrowhead Water Agency,2030,1,7,#9FE2BF
118,Local Carryover,Southern California,Desert Water Agency,2030,1,7,#9FE2BF
119,Local Carryover,Southern California,Metropolitan Water District of Southern California,2030,1,7,#9FE2BF
120,Local Carryover,Southern California,Mojave Water Agency,2030,1,7,#9FE2BF
121,Local Carryover,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,1,7,#9FE2BF
122,Local Carryover,Southern California,San Bernardino Valley Municipal Water District,2030,1,7,#9FE2BF
123,Local Carryover,Southern California,San Gabriel Valley Municipal Water District,2030,1,7,#9FE2BF
124,Local Carryover,Southern California,San Gorgonio Pass Water Agency,2030,1,7,#9FE2BF
125,Local Carryover,Southern California,Ventura County Watershed Protection District,2030,1,7,#9FE2BF
126,External Carryover,Central Valley - Sacramento Valley,City of Folsom,2030,1,8,#FFBF00
127,External Carryover,Central Valley - Sacramento Valley,City of Redding,2030,1,8,#FFBF00
128,External Carryover,Central Valley - Sacramento Valley,City of Roseville,2030,1,8,#FFBF00
129,External Carryover,Central Valley - Sacramento Valley,City of West Sacramento,2030,1,8,#FFBF00
130,External Carryover,Central Valley - Sacramento Valley,Yuba City,2030,1,8,#FFBF00
131,External Carryover,Central Valley - Sacramento Valley,El Dorado Irrigation District,2030,1,8,#FFBF00
132,External Carryover,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2030,1,8,#FFBF00
133,External Carryover,Central Valley - Sacramento Valley,Placer County Water Agency,2030,1,8,#FFBF00
134,External Carryover,Central Valley - Sacramento Valley,Sacramento County Water Agency,2030,1,8,#FFBF00
135,External Carryover,Central Valley - Sacramento Valley,San Juan Water District,2030,1,8,#FFBF00
136,External Carryover,Central Valley - Sacramento Valley,Shasta Contractors,2030,1,8,#FFBF00
137,External Carryover,Central Valley - Sacramento Valley,Solano County Water Agency,2030,1,8,#FFBF00
138,External Carryover,Central Valley - San Joaquin Valley,City of Avenal,2030,1,8,#FFBF00
139,External Carryover,Central Valley - San Joaquin Valley,City of Coalinga,2030,1,8,#FFBF00
140,External Carryover,Central Valley - San Joaquin Valley,City of Fresno,2030,1,8,#FFBF00
141,External Carryover,Central Valley - San Joaquin Valley,City of Huron,2030,1,8,#FFBF00
142,External Carryover,Central Valley - San Joaquin Valley,City of Lindsay,2030,1,8,#FFBF00
143,External Carryover,Central Valley - San Joaquin Valley,City of Orange Cove,2030,1,8,#FFBF00
144,External Carryover,Central Valley - San Joaquin Valley,City of Tracy,2030,1,8,#FFBF00
145,External Carryover,Central Valley - San Joaquin Valley,Kern County Water Agency,2030,1,8,#FFBF00
146,External Carryover,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2030,1,8,#FFBF00
147,External Carryover,Central Valley - San Joaquin Valley,Stockton-East Water District,2030,1,8,#FFBF00
148,External Carryover,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2030,1,8,#FFBF00
149,External Carryover,San Francisco Bay Area,Alameda County Water District,2030,1,8,#FFBF00
150,External Carryover,San Francisco Bay Area,Contra Costa Water District,2030,1,8,#FFBF00
151,External Carryover,San Francisco Bay Area,East Bay Municipal Utilities District,2030,1,8,#FFBF00
152,External Carryover,San Francisco Bay Area,"San Benito County Water District, Zone 6",2030,1,8,#FFBF00
153,External Carryover,San Francisco Bay Area,Santa Clara Valley Water District,2030,1,8,#FFBF00
154,External Carryover,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2030,1,8,#FFBF00
155,External Carryover,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2030,1,8,#FFBF00
156,External Carryover,Southern California,Antelope Valley-East Kern Water Agency,2030,1,8,#FFBF00
157,External Carryover,Southern California,Santa Clarita Water Division,2030,1,8,#FFBF00
158,External Carryover,Southern California,Coachella Valley Water District,2030,1,8,#FFBF00
159,External Carryover,Southern California,Crestline-Lake Arrowhead Water Agency,2030,1,8,#FFBF00
160,External Carryover,Southern California,Desert Water Agency,2030,1,8,#FFBF00
161,External Carryover,Southern California,Metropolitan Water District of Southern California,2030,1,8,#FFBF00
162,External Carryover,Southern California,Mojave Water Agency,2030,1,8,#FFBF00
163,External Carryover,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2030,1,8,#FFBF00
164,External Carryover,Southern California,San Bernardino Valley Municipal Water District,2030,1,8,#FFBF00
165,External Carryover,Southern California,San Gabriel Valley Municipal Water District,2030,1,8,#FFBF00
166,External Carryover,Southern California,San Gorgonio Pass Water Agency,2030,1,8,#FFBF00
167,External Carryover,Southern California,Ventura County Watershed Protection District,2030,1,8,#FFBF00
168,Local Carryover,Central Valley - Sacramento Valley,City of Folsom,2035,1,7,#9FE2BF
169,Local Carryover,Central Valley - Sacramento Valley,City of Redding,2035,1,7,#9FE2BF
170,Local Carryover,Central Valley - Sacramento Valley,City of Roseville,2035,1,7,#9FE2BF
171,Local Carryover,Central Valley - Sacramento Valley,City of West Sacramento,2035,1,7,#9FE2BF
172,Local Carryover,Central Valley - Sacramento Valley,Yuba City,2035,1,7,#9FE2BF
173,Local Carryover,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,1,7,#9FE2BF
174,Local Carryover,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,1,7,#9FE2BF
175,Local Carryover,Central Valley - Sacramento Valley,Placer County Water Agency,2035,1,7,#9FE2BF
176,Local Carryover,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,1,7,#9FE2BF
177,Local Carryover,Central Valley - Sacramento Valley,San Juan Water District,2035,1,7,#9FE2BF
178,Local Carryover,Central Valley - Sacramento Valley,Shasta Contractors,2035,1,7,#9FE2BF
179,Local Carryover,Central Valley - Sacramento Valley,Solano County Water Agency,2035,1,7,#9FE2BF
180,Local Carryover,Central Valley - San Joaquin Valley,City of Avenal,2035,1,7,#9FE2BF
181,Local Carryover,Central Valley - San Joaquin Valley,City of Coalinga,2035,1,7,#9FE2BF
182,Local Carryover,Central Valley - San Joaquin Valley,City of Fresno,2035,1,7,#9FE2BF
183,Local Carryover,Central Valley - San Joaquin Valley,City of Huron,2035,1,7,#9FE2BF
184,Local Carryover,Central Valley - San Joaquin Valley,City of Lindsay,2035,1,7,#9FE2BF
185,Local Carryover,Central Valley - San Joaquin Valley,City of Orange Cove,2035,1,7,#9FE2BF
186,Local Carryover,Central Valley - San Joaquin Valley,City of Tracy,2035,1,7,#9FE2BF
187,Local Carryover,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,1,7,#9FE2BF
188,Local Carryover,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,1,7,#9FE2BF
189,Local Carryover,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,1,7,#9FE2BF
190,Local Carryover,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,1,7,#9FE2BF
191,Local Carryover,San Francisco Bay Area,Alameda County Water District,2035,1,7,#9FE2BF
192,Local Carryover,San Francisco Bay Area,Contra Costa Water District,2035,1,7,#9FE2BF
193,Local Carryover,San Francisco Bay Area,East Bay Municipal Utilities District,2035,1,7,#9FE2BF
194,Local Carryover,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,1,7,#9FE2BF
195,Local Carryover,San Francisco Bay Area,Santa Clara Valley Water District,2035,1,7,#9FE2BF
196,Local Carryover,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,1,7,#9FE2BF
197,Local Carryover,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,1,7,#9FE2BF
198,Local Carryover,Southern California,Antelope Valley-East Kern Water Agency,2035,1,7,#9FE2BF
199,Local Carryover,Southern California,Santa Clarita Water Division,2035,1,7,#9FE2BF
200,Local Carryover,Southern California,Coachella Valley Water District,2035,1,7,#9FE2BF
201,Local Carryover,Southern California,Crestline-Lake Arrowhead Water Agency,2035,1,7,#9FE2BF
202,Local Carryover,Southern California,Desert Water Agency,2035,1,7,#9FE2BF
203,Local Carryover,Southern California,Metropolitan Water District of Southern California,2035,1,7,#9FE2BF
204,Local Carryover,Southern California,Mojave Water Agency,2035,1,7,#9FE2BF
205,Local Carryover,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,1,7,#9FE2BF
206,Local Carryover,Southern California,San Bernardino Valley Municipal Water District,2035,1,7,#9FE2BF
207,Local Carryover,Southern California,San Gabriel Valley Municipal Water District,2035,1,7,#9FE2BF
208,Local Carryover,Southern California,San Gorgonio Pass Water Agency,2035,1,7,#9FE2BF
209,Local Carryover,Southern California,Ventura County Watershed Protection District,2035,1,7,#9FE2BF
210,External Carryover,Central Valley - Sacramento Valley,City of Folsom,2035,1,8,#FFBF00
211,External Carryover,Central Valley - Sacramento Valley,City of Redding,2035,1,8,#FFBF00
212,External Carryover,Central Valley - Sacramento Valley,City of Roseville,2035,1,8,#FFBF00
213,External Carryover,Central Valley - Sacramento Valley,City of West Sacramento,2035,1,8,#FFBF00
214,External Carryover,Central Valley - Sacramento Valley,Yuba City,2035,1,8,#FFBF00
215,External Carryover,Central Valley - Sacramento Valley,El Dorado Irrigation District,2035,1,8,#FFBF00
216,External Carryover,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2035,1,8,#FFBF00
217,External Carryover,Central Valley - Sacramento Valley,Placer County Water Agency,2035,1,8,#FFBF00
218,External Carryover,Central Valley - Sacramento Valley,Sacramento County Water Agency,2035,1,8,#FFBF00
219,External Carryover,Central Valley - Sacramento Valley,San Juan Water District,2035,1,8,#FFBF00
220,External Carryover,Central Valley - Sacramento Valley,Shasta Contractors,2035,1,8,#FFBF00
221,External Carryover,Central Valley - Sacramento Valley,Solano County Water Agency,2035,1,8,#FFBF00
222,External Carryover,Central Valley - San Joaquin Valley,City of Avenal,2035,1,8,#FFBF00
223,External Carryover,Central Valley - San Joaquin Valley,City of Coalinga,2035,1,8,#FFBF00
224,External Carryover,Central Valley - San Joaquin Valley,City of Fresno,2035,1,8,#FFBF00
225,External Carryover,Central Valley - San Joaquin Valley,City of Huron,2035,1,8,#FFBF00
226,External Carryover,Central Valley - San Joaquin Valley,City of Lindsay,2035,1,8,#FFBF00
227,External Carryover,Central Valley - San Joaquin Valley,City of Orange Cove,2035,1,8,#FFBF00
228,External Carryover,Central Valley - San Joaquin Valley,City of Tracy,2035,1,8,#FFBF00
229,External Carryover,Central Valley - San Joaquin Valley,Kern County Water Agency,2035,1,8,#FFBF00
230,External Carryover,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2035,1,8,#FFBF00
231,External Carryover,Central Valley - San Joaquin Valley,Stockton-East Water District,2035,1,8,#FFBF00
232,External Carryover,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2035,1,8,#FFBF00
233,External Carryover,San Francisco Bay Area,Alameda County Water District,2035,1,8,#FFBF00
234,External Carryover,San Francisco Bay Area,Contra Costa Water District,2035,1,8,#FFBF00
235,External Carryover,San Francisco Bay Area,East Bay Municipal Utilities District,2035,1,8,#FFBF00
236,External Carryover,San Francisco Bay Area,"San Benito County Water District, Zone 6",2035,1,8,#FFBF00
237,External Carryover,San Francisco Bay Area,Santa Clara Valley Water District,2035,1,8,#FFBF00
238,External Carryover,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2035,1,8,#FFBF00
239,External Carryover,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2035,1,8,#FFBF00
240,External Carryover,Southern California,Antelope Valley-East Kern Water Agency,2035,1,8,#FFBF00
241,External Carryover,Southern California,Santa Clarita Water Division,2035,1,8,#FFBF00
242,External Carryover,Southern California,Coachella Valley Water District,2035,1,8,#FFBF00
243,External Carryover,Southern California,Crestline-Lake Arrowhead Water Agency,2035,1,8,#FFBF00
244,External Carryover,Southern California,Desert Water Agency,2035,1,8,#FFBF00
245,External Carryover,Southern California,Metropolitan Water District of Southern California,2035,1,8,#FFBF00
246,External Carryover,Southern California,Mojave Water Agency,2035,1,8,#FFBF00
247,External Carryover,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,1,8,#FFBF00
248,External Carryover,Southern California,San Bernardino Valley Municipal Water District,2035,1,8,#FFBF00
249,External Carryover,Southern California,San Gabriel Valley Municipal Water District,2035,1,8,#FFBF00
250,External Carryover,Southern California,San Gorgonio Pass Water Agency,2035,1,8,#FFBF00
251,External Carryover,Southern California,Ventura County Watershed Protection District,2035,1,8,#FFBF00
252,Local Carryover,Central Valley - Sacramento Valley,City of Folsom,2040,1,7,#9FE2BF
253,Local Carryover,Central Valley - Sacramento Valley,City of Redding,2040,1,7,#9FE2BF
254,Local Carryover,Central Valley - Sacramento Valley,City of Roseville,2040,1,7,#9FE2BF
255,Local Carryover,Central Valley - Sacramento Valley,City of West Sacramento,2040,1,7,#9FE2BF
256,Local Carryover,Central Valley - Sacramento Valley,Yuba City,2040,1,7,#9FE2BF
257,Local Carryover,Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,1,7,#9FE2BF
258,Local Carryover,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,1,7,#9FE2BF
259,Local Carryover,Central Valley - Sacramento Valley,Placer County Water Agency,2040,1,7,#9FE2BF
260,Local Carryover,Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,1,7,#9FE2BF
261,Local Carryover,Central Valley - Sacramento Valley,San Juan Water District,2040,1,7,#9FE2BF
262,Local Carryover,Central Valley - Sacramento Valley,Shasta Contractors,2040,1,7,#9FE2BF
263,Local Carryover,Central Valley - Sacramento Valley,Solano County Water Agency,2040,1,7,#9FE2BF
264,Local Carryover,Central Valley - San Joaquin Valley,City of Avenal,2040,1,7,#9FE2BF
265,Local Carryover,Central Valley - San Joaquin Valley,City of Coalinga,2040,1,7,#9FE2BF
266,Local Carryover,Central Valley - San Joaquin Valley,City of Fresno,2040,1,7,#9FE2BF
267,Local Carryover,Central Valley - San Joaquin Valley,City of Huron,2040,1,7,#9FE2BF
268,Local Carryover,Central Valley - San Joaquin Valley,City of Lindsay,2040,1,7,#9FE2BF
269,Local Carryover,Central Valley - San Joaquin Valley,City of Orange Cove,2040,1,7,#9FE2BF
270,Local Carryover,Central Valley - San Joaquin Valley,City of Tracy,2040,1,7,#9FE2BF
271,Local Carryover,Central Valley - San Joaquin Valley,Kern County Water Agency,2040,1,7,#9FE2BF
272,Local Carryover,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,1,7,#9FE2BF
273,Local Carryover,Central Valley - San Joaquin Valley,Stockton-East Water District,2040,1,7,#9FE2BF
274,Local Carryover,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,1,7,#9FE2BF
275,Local Carryover,San Francisco Bay Area,Alameda County Water District,2040,1,7,#9FE2BF
276,Local Carryover,San Francisco Bay Area,Contra Costa Water District,2040,1,7,#9FE2BF
277,Local Carryover,San Francisco Bay Area,East Bay Municipal Utilities District,2040,1,7,#9FE2BF
278,Local Carryover,San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,1,7,#9FE2BF
279,Local Carryover,San Francisco Bay Area,Santa Clara Valley Water District,2040,1,7,#9FE2BF
280,Local Carryover,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,1,7,#9FE2BF
281,Local Carryover,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,1,7,#9FE2BF
282,Local Carryover,Southern California,Antelope Valley-East Kern Water Agency,2040,1,7,#9FE2BF
283,Local Carryover,Southern California,Santa Clarita Water Division,2040,1,7,#9FE2BF
284,Local Carryover,Southern California,Coachella Valley Water District,2040,1,7,#9FE2BF
285,Local Carryover,Southern California,Crestline-Lake Arrowhead Water Agency,2040,1,7,#9FE2BF
286,Local Carryover,Southern California,Desert Water Agency,2040,1,7,#9FE2BF
287,Local Carryover,Southern California,Metropolitan Water District of Southern California,2040,1,7,#9FE2BF
288,Local Carryover,Southern California,Mojave Water Agency,2040,1,7,#9FE2BF
289,Local Carryover,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,1,7,#9FE2BF
290,Local Carryover,Southern California,San Bernardino Valley Municipal Water District,2040,1,7,#9FE2BF
291,Local Carryover,Southern California,San Gabriel Valley Municipal Water District,2040,1,7,#9FE2BF
292,Local Carryover,Southern California,San Gorgonio Pass Water Agency,2040,1,7,#9FE2BF
293,Local Carryover,Southern California,Ventura County Watershed Protection District,2040,1,7,#9FE2BF
294,External Carryover,Central Valley - Sacramento Valley,City of Folsom,2040,1,8,#FFBF00
295,External Carryover,Central Valley - Sacramento Valley,City of Redding,2040,1,8,#FFBF00
296,External Carryover,Central Valley - Sacramento Valley,City of Roseville,2040,1,8,#FFBF00
